track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts,TIDAL Popularity,Explicit Track
Limbo,Freddie Dredd,1,2022,8,11,688,0,199386237,14,1,17,0,2,75,B,Minor,80,46,62,3,6,11,46,Limbo,Prestige,Daddy Yankee,1/1/2012,USNPD1200128,"3,400",23.5,"508,914,869","86,239","25,204,530",70.0,"1,529,347,092","6,057,759","55,811","8,937,199","73,318,392","341,710,178",48.0,"12,567",67,39.0,"272,601",36.0,"200,834,379","158,798","330,708","5,615,561",,0
Where Are You Now,"Lost Frequencies, Calum Scott",2,2021,7,30,10565,44,972509632,238,122,557,17,58,121,F#,Minor,67,26,64,52,0,17,10,Where Are You Now,Where Are You Now,Lost Frequencies,7/30/2021,BEHP42100067,370,79.9,"1,223,329,465","211,823","114,773,091",74.0,"214,359,669","1,467,163","308,286","25,459,624","413,908,070","1,857,452,555",256.0,"391,895",308,158.0,"4,728,637",51.0,"80,579,628","6,731",,"8,462,590",,0
Bad Habits,Ed Sheeran,1,2020,9,3,12755,8,1555511105,344,97,945,15,,126,B,Minor,81,59,90,5,0,36,3,Bad Habits,#NAME?,Ed Sheeran,1/1/2020,GBAHS2100318,159,120.8,"1,754,311,538","271,758","62,218,811",74.0,"958,790,883","7,686,994","1,036,355","225,139,300","2,658,904,267","3,526,952,174",454.0,"1,347,725","1,035",352.0,"7,318,680",136.0,"269,834,154","88,143","17,144,484","15,886,717",,0
KICK BACK,Kenshi Yonezu,1,2022,10,12,574,4,210038833,38,101,26,0,0,102,C#,Major,58,29,94,0,0,9,11,KICK BACK,KICK BACK,Kenshi Yonezu,10/12/2022,JPU902203702,"1,469",38.2,"360,816,226","61,627","7,633,366",70.0,"171,459,970","1,769,697","242,682","120,113,199","1,353,881,739","539,775,263",35.0,"2,928",,8.0,"54,591",4.0,"880,678","2,564","317,508","486,018",,0
Evergreen (You Didnï¿½ï¿½ï¿½t Deserve Me A,Omar Apollo,1,2022,4,8,2499,0,227918678,70,0,49,0,0,82,A,Major,70,31,34,60,1,11,4,Evergreen (You Didnï¿½ï¿½ï¿½t Deserve Me A,Ivory,Omar Apollo,4/8/2022,USWB12200423,"2,986",25.5,"331,332,225","63,568","40,680,913",71.0,"48,857,418","519,822","231,208","151,059,649","1,181,420,700","128,639,662",60.0,"22,823",192,28.0,"891,836",25.0,"1,824,815","4,330",,"1,380,833",,0
Good Days,SZA,1,2020,12,24,10426,2,826623384,133,109,182,1,10,121,C#,Minor,46,53,78,23,0,72,6,Good Days,Good Days,SZA,12/25/2020,USRC12004189,806,54.0,"1,105,805,922","164,541","62,561,721",77.0,"295,872,840","2,947,859","534,634","157,378,144","920,329,965","42,909,616",231.0,"62,354",266,52.0,"281,696",54.0,"71,061,814","56,012","8,937,770","2,548,829",,1
Levitating (feat. DaBaby),"Dua Lipa, DaBaby",2,2020,3,27,15894,8,1802514301,198,13,544,0,60,103,F#,Minor,70,92,83,1,0,7,6,Levitating (feat. DaBaby),Future Nostalgia,Dua Lipa,3/27/2020,GBAHT2000942,184,111.3,"2,074,721,986","255,296","109,442,317",77.0,"1,665,434,424","15,432,964","858,364","324,510,578","2,649,555,956","4,124,133,645",388.0,"476,547",659,250.0,"2,098,761",46.0,"188,728,577","98,317",,"7,948,325",,0
Woman,Doja Cat,1,2021,6,25,9424,0,1329090101,202,50,463,4,,108,F,Minor,82,88,76,9,0,12,9,Woman,Planet Her,Doja Cat,6/25/2021,USRC12101532,211,105.2,"1,606,950,381","217,443","95,985,096",78.0,"641,326,002","7,454,749","2,148,350","795,146,493","5,944,657,895","3,148,985,028",217.0,"414,829","1,849",84.0,"3,363,038",42.0,"64,368,314","44,396",,"5,907,933",,1
Shut up My Moms Calling - (Sped Up),Hotel Ugly,1,2022,9,14,713,7,181831132,2,4,6,0,0,85,F,Minor,65,36,47,31,0,12,10,Shut up My Moms Calling - (Sped Up),Shut up My Moms Calling (Sped up),Hotel Ugly,9/14/2022,SE6XY2215995,"3,746",22.1,"428,290,193","54,042","7,715,768",75.0,,,,,,,2.0,,,2.0,"27,653",8.0,"171,307",954,,"697,563",,0
Ferrari,"James Hype, Miggy Dela Rosa",2,2022,3,14,7758,28,462791599,173,79,175,0,168,125,C#,Minor,84,70,69,1,0,5,5,Ferrari,Ferrari,James Hype,3/15/2022,GB3CE2200004,366,80.1,"626,010,147","185,422","78,359,363",74.0,"202,193,289","1,277,287","88,909","20,233,025","368,044,894","877,635,000",132.0,"253,244",332,76.0,"1,468,578",44.0,"2,598,595","2,953","6,916,408","6,257,313",,0
"You're On Your Own, Kid",Taylor Swift,1,2022,10,21,2537,2,348647203,8,18,20,0,1,120,D,Major,69,40,39,41,0,13,6,"You're On Your Own, Kid",Midnights,Taylor Swift,10/21/2022,USUG12205711,"3,585",22.7,"587,555,589","34,908","21,579,957",72.0,"43,130,763","357,803","77,652","54,962,930","342,958,656",,13.0,"1,087",2,3.0,"22,755",9.0,"7,967,496","5,328",,"364,310",,0
"Kesariya (From ""Brahmastra"")","Pritam, Arijit Singh, Amitabh Bhattacharya",3,2022,7,17,292,6,366599607,26,98,4,0,0,94,,Major,58,44,57,57,0,10,3,"Kesariya (From ""Brahmastra"")","Kesariya (From ""Brahmastra"") - Single",Pritam,7/17/2022,INS172203702,"1,084",46.0,"516,740,949","30,584","13,659,510",67.0,"548,697,509","6,082,861",,,,"174,637,093",35.0,"2,050",,1.0,"1,097",13.0,"896,892",661,"3,338","372,802",,0
Payphone,"Maroon 5, Wiz Khalifa",2,2012,1,1,14143,4,1479264469,56,38,"1,891",1,,110,E,Major,74,51,74,2,0,29,4,Payphone,Overexposed Track By Track,Maroon 5,1/1/2012,USUM71203347,"1,153",44.2,"1,828,026,153","249,663","71,678,167",78.0,"1,051,247,406","7,080,472","93,015","49,072,987","397,860,038","1,568,063,711",58.0,"83,578",135,112.0,"258,125",28.0,"667,632,597","1,019,888","20,102,563","11,327,684",,1
All I Want for Christmas Is You,Mariah Carey,1,1994,10,28,25653,0,1449779435,387,132,"2,094",0,,150,G,Major,34,33,63,16,0,7,4,All I Want for Christmas Is You,Merry Christmas,Mariah Carey,1/1/1994,USSM19400325,"2,097",31.5,"1,810,649,765","109,411","45,003,974",60.0,"824,500,156","7,455,155","18,894,720","1,432,227,925","15,963,128,797","29,891,688",418.0,"131,873",139,143.0,"1,390,899",125.0,"304,497,253","3,556,791","1,273,462","6,531,412",,0
Jingle Bell Rock,Bobby Helms,1,1957,1,1,10326,0,741301563,165,99,104,0,,119,D,Major,74,78,37,84,0,6,3,Jingle Bell Rock,"Essential Classics, Vol. 141: Bobby Helms",Bobby Helms,11/3/2023,ES31E2304202,"3,478",23.1,"964,357,785",2,"21,523",,,,,,,,,,,,,,,,,,,0
Snowman,Sia,1,2017,1,1,5140,0,690104769,85,110,500,0,,105,C#,Major,72,33,51,48,0,9,3,Snowman,Snowman,Sia,11/9/2017,USAT21704212,"2,561",28.0,"947,770,190","123,852","25,500,657",69.0,"417,814,325","6,867,798","1,972,101","644,731,553","5,479,108,705","315,447,931",128.0,"16,029",93,55.0,"984,795",39.0,"8,852,953","36,244",,"5,574,595",,0
Open Arms (feat. Travis Scott),"SZA, Travis Scott",2,2022,12,8,1420,4,155653938,13,87,17,0,46,78,A,Major,67,22,59,76,1,15,16,Open Arms (feat. Travis Scott),SOS,SZA,12/8/2022,USRC12204602,"1,114",45.1,"418,181,065","67,858","17,377,077",76.0,"87,097,570","675,742","79,800","21,397,764","155,757,311","3,034,510",14.0,374,,17.0,"190,364",2.0,"4,424,141","8,503","7,784,284","1,272,704",,0
Antidepresan,"Mabel Matiz, Mert Demir",2,2022,11,4,313,2,136689549,10,6,7,1,9,100,B,Minor,70,92,59,3,0,10,3,Antidepresan,Antidepresan,Mert Demir,11/4/2022,USA2P2247676,"2,605",27.7,"172,362,945","25,648","5,961,079",62.0,"164,304,790","644,688","293,300","15,092,029","428,987,615","7,986,595",13.0,"20,439",,3.0,"1,567,627",,,,,"903,938",,0
I Hate U,SZA,1,2021,12,3,4094,0,356709897,66,96,43,0,0,107,G,Minor,54,41,39,51,0,11,16,I Hate U,I Hate U - Single,SZA,12/3/2021,USRC12103605,956,49.2,"456,871,037","71,261","34,724,014",66.0,"142,820,854","1,393,679","877,769","211,488,170","1,676,387,442","85,726,782",105.0,"136,784","1,324",29.0,"699,151",19.0,"92,133,806","29,242","15,212,609","1,854,776",,1
Raindrops (Insane) [with Travis Scott],"Travis Scott, Metro Boomin",2,2022,12,2,880,0,110649992,3,7,10,0,0,112,G#,Major,80,15,54,9,0,38,5,Raindrops (Insane) [with Travis Scott],HEROES & VILLAINS,Metro Boomin,12/2/2022,USUG12208785,"3,124",24.7,"197,477,305","62,497","7,890,327",68.0,"187,253","3,826","3,573","1,384,419","19,317,127",,6.0,58,,3.0,"8,934",,"1,345,895","1,336",,"207,627",,1
Snow On The Beach (feat. Lana Del Rey),"Taylor Swift, Lana Del Rey",2,2022,10,21,2415,0,323437194,33,57,30,0,11,110,A,Major,66,19,32,69,0,12,4,Snow On The Beach (feat. Lana Del Rey),Midnights,Taylor Swift,10/21/2022,USUG12205737,"3,139",24.6,"429,910,250","32,432","18,417,473",64.0,"60,531,630","1,025,941","400,127","49,555,205","380,293,826","252,572",55.0,"1,208",5,7.0,"54,434",22.0,"8,506,964","5,296",,"426,764",,1
Tubarï¿½ï¿½o Te,"Dj LK da Escï¿½ï¿½cia, Tchakabum, mc jhenny, M",4,2022,9,28,1003,0,116144341,21,0,44,0,0,130,E,Minor,89,48,74,30,0,7,36,Tubarï¿½ï¿½o Te,Tubarï¿½ï¿½o Te,Dj LK da Escï¿½ï¿,9/28/2022,BC91N2200001,"1,013",47.7,"150,177,750","30,142","13,282,269",59.0,"153,683,754","1,673,637","2,700,000","1,300,234,701","15,253,039,012","6,064,515",9.0,151,281,28.0,"89,832",10.0,"64,326",340,,"1,072,415",,1
Bejeweled,Taylor Swift,1,2022,10,21,2699,0,328207708,39,35,22,2,0,164,G,Major,70,39,56,6,0,9,7,Bejeweled,Midnights,Taylor Swift,10/21/2022,USUG12205715,"2,577",27.8,"536,110,386","32,472","22,834,672",71.0,"19,011,964","168,023","791,802","171,672,855","1,573,795,763","120,036,973",46.0,"6,686",84,5.0,"282,241",46.0,"12,812,687","11,319","118,548","361,280",,0
Tarot,"Bad Bunny, Jhay Cortez",2,2022,5,6,2482,20,608228647,27,77,22,2,0,114,B,Minor,80,42,68,2,0,66,4,Tarot,Un Verano Sin Ti,Bad Bunny,5/6/2022,QM6MZ2214881,796,54.3,"742,515,730","93,128","28,604,664",73.0,"275,203,830","1,499,544","940,020","241,093,278","2,486,183,983","22,246,842",39.0,"10,091",,4.0,"178,868",7.0,"36,599,355","3,147",,"959,597",,1
Desesperados,"Chencho Corleone, Rauw Alejandro",2,2021,6,25,6821,34,809306935,83,58,128,7,0,90,C#,Minor,87,51,69,36,0,9,8,Desesperados,VICE VERSA,Rauw Alejandro,12/10/2021,USSD12100779,397,76.6,"1,021,480,638","119,558","50,631,491",78.0,"722,946,861","3,591,807","793,105","186,008,455","2,153,526,389","815,766,418",75.0,"55,181",92,42.0,"3,476,743",53.0,"61,269,232","6,584",,"2,591,948",,1
Party,"Bad Bunny, Rauw Alejandro",2,2022,5,6,3185,4,614555082,38,64,37,3,36,97,A,Major,83,47,80,2,0,24,9,Party,Un Verano Sin Ti,Bad Bunny,5/6/2022,QM6MZ2214885,789,54.7,"725,076,772","83,311","29,009,374",72.0,"296,661,885","2,150,658","705,800","287,983,296","3,014,389,754","22,621,115",51.0,"39,010",150,15.0,"1,934,966",19.0,"64,496,554","17,065",,"1,467,014",,0
GATï¿½ï¿½,"Maldy, Karol G",2,2022,8,25,3328,13,322336177,39,50,57,3,1,93,B,Minor,63,34,86,26,0,21,39,GATï¿½ï¿½,GATï¿½ï¿½,KAROL G,8/26/2022,USUM72216070,623,61.0,"427,247,328","42,444","22,820,163",66.0,"547,409,394","3,332,851","333,197","26,378,245","275,273,861","708,455,030",38.0,"41,880",104,24.0,"6,138,492",41.0,"51,711,477","9,193",,"1,177,588",,0
Sacrifice,The Weeknd,1,2022,1,7,4440,0,326792833,81,77,133,0,,122,G,Major,70,91,79,3,0,7,10,Sacrifice,The Highlights (Deluxe),The Weeknd,2/5/2021,USUG12106685,"3,240",24.2,"387,273,112","61,978","16,015,269",65.0,"103,938,760","1,316,097","21,110","10,221,959","179,105,827","2,664,563,656",59.0,"201,646",708,42.0,"2,095,389",39.0,"8,539,058","2,764",,"1,926,829",,1
Is There Someone Else?,The Weeknd,1,2022,1,7,2881,6,391251368,13,89,34,0,3,135,A,Minor,70,60,58,4,0,16,3,Is There Someone Else?,The Highlights (Deluxe),The Weeknd,2/5/2021,USUG12106692,"2,485",28.6,"669,099,980","87,216","26,997,782",76.0,"213,028,772","2,081,644",771,"6,034,599","101,980,300","608,054,184",13.0,"4,608",90,7.0,"240,246",15.0,"4,076,339","2,222","5,014,133","1,352,593",,0
Fingers Crossed,"Lauren Spencer Smith, Lauren Spencer Smith, Lauren Spencer Smith",3,2022,1,5,2235,0,349585590,65,7,70,16,6,109,F,Major,60,45,47,62,0,31,5,Fingers Crossed,Fingers Crossed,Lauren Spencer Smith,1/5/2022,TCAFY2118876,"1,783",34.5,"437,029,775","71,202","18,194,896",67.0,"60,320,365","602,827","52,700","31,427,513","261,236,772","2,169,985,836",59.0,"167,522",927,43.0,"616,800",31.0,"38,926,392","27,268",,"2,895,512",,0
Out of Time,The Weeknd,1,2022,1,7,3711,0,339659802,49,88,62,0,,93,,Minor,65,82,74,27,0,32,5,Out of Time,The Highlights (Deluxe),The Weeknd,2/5/2021,USUG12106689,"2,507",28.3,"451,878,749","78,793","18,239,674",70.0,"221,123,432","2,660,730","23,842","20,880,385","233,301,151","3,022,110,413",41.0,"114,661",709,17.0,"330,997",21.0,"2,975,758","4,342",,"1,722,436",,0
Do It To It,"Cherish, ACRAZE",2,2021,8,20,12403,0,674772936,183,63,465,0,11,125,B,Minor,85,64,81,2,5,7,9,Do It To It,Do It To It,ACRAZE,8/20/2021,QZFPL2100100,324,85.2,"805,019,111","238,887","94,531,613",73.0,"117,678,524","1,540,284","2,600,179","673,283,810","10,369,065,597","116,322,631",192.0,"217,739","2,822",105.0,"1,784,254",40.0,"51,038,784","9,188",,"9,653,748",,0
We Don't Talk About Bruno,"Adassa, Mauro Castillo, Stephanie Beatriz, Encanto - Cast, Rhenzy Feliz, Diane Guerrero, Carolina Gaitan",7,2021,11,19,2785,0,432719968,95,89,44,0,,206,,Minor,58,83,45,36,0,11,8,We Don't Talk About Bruno,Encanto (Original Motion Picture Soundtrack),Carolina Gaitï¿½ï¿½n - La G,11/19/2021,USWD12112915,493,69.4,"502,781,351","57,858","20,151,204",68.0,"749,366,767","5,566,798","601,478","415,546,697","3,341,780,836","65,811,641",88.0,"22,082",,8.0,"183,506",34.0,"66,651,535","277,556","5,144,020","828,770",,0
Pepas,Farruko,1,2021,6,24,14114,17,1309887447,252,109,965,20,,130,G,Major,76,44,77,1,0,13,3,Pepas,Pepas,Farruko,6/24/2021,USSD12100307,82,167.3,"1,500,499,584","359,502","125,112,486",74.0,"1,431,591,689","11,553,088","2,866,181","290,811,371","4,067,248,819","782,475,986",258.0,"240,677",438,137.0,"4,015,523",102.0,"120,046,948","89,582","6,227","17,210,946",,1
Pepas,Farruko,1,2021,6,24,14114,17,1309887447,252,109,965,20,,130,G,Major,76,44,77,1,0,13,3,Pepas,Pepas - Single,Farruko,8/20/2022,QZN882262975,"2,974",27.3,"1,490,710,634",11,"1,849",,,,,,,,1.0,,,,,,,,,,,0
Infinity,Jaymes Young,1,2017,6,23,4375,0,888046992,24,0,396,0,0,122,B,Minor,67,50,67,15,0,30,4,Infinity,Feel Something,Jaymes Young,6/23/2017,USAT21700859,"1,138",44.6,"1,059,940,209","169,454","48,961,048",74.0,"569,314,714","6,558,074","5,441,674","1,889,279,204","22,241,102,823","464,030,450",15.0,"191,784",556,46.0,"991,994",6.0,"54,462,943","18,444",,"8,764,483",,0
good 4 u,Olivia Rodrigo,1,2021,5,14,15563,6,1887039593,259,55,461,1,,166,F#,Minor,56,68,66,28,0,11,18,good 4 u,good 4 u,Olivia Rodrigo,5/14/2021,USUG12101245,163,117.8,"2,167,768,056","309,421","72,787,213",79.0,"773,591,065","11,098,007","1,893,481","1,080,682,523","8,186,754,429","2,285,796,743",355.0,"4,835","1,283",98.0,"1,610,293",102.0,"119,030,447","170,032","19,263,268",,,1
good 4 u,Olivia Rodrigo,1,2021,5,14,15563,6,1887039593,259,55,461,1,,166,F#,Minor,56,68,66,28,0,11,18,good 4 u,good 4 u,Olivia Rodrigo,5/14/2021,USUG12101253,"1,009",47.8,"2,167,768,056","12,805","3,065,794",54.0,,,,,,,93.0,"819,886",,6.0,"192,922",2.0,,,,"7,171,230",,0
Kiss Me More (feat. SZA),"SZA, Doja Cat",2,2021,4,9,15867,0,1575467011,382,65,497,0,12,111,G#,Major,77,74,66,30,0,13,3,Kiss Me More (feat. SZA),Kiss Me More (feat. SZA),Doja Cat,4/9/2021,USRC12100543,222,103.4,"1,823,871,908","262,313","116,916,147",76.0,"307,855,103","2,540,592","2,074,944","1,053,759,171","8,035,914,098","2,053,577",470.0,"551,084",650,129.0,"1,850,223",98.0,"100,039,259","54,999",,"9,556,378",,1
Kiss Me More (feat. SZA),"SZA, Doja Cat",2,2021,4,9,15867,0,1575467011,382,65,497,0,12,111,G#,Major,77,74,66,30,0,13,3,Kiss Me More (feat. SZA),Kiss Me More (feat. SZA),Doja Cat,4/8/2021,USRC12100760,"2,083",31.6,"1,823,871,908","8,460","1,666,482",46.0,"462,218,257","4,949,298",,,,"2,309,356,254",90.0,"111,842",,2.0,"6,198",2.0,,,,,,0
Need To Know,Doja Cat,1,2021,6,11,6672,0,1042568408,125,36,150,0,,130,C#,Major,66,19,61,30,0,9,7,Need To Know,Need To Know,Doja Cat,6/11/2021,USRC12101120,344,82.5,"1,178,076,856","164,743","42,269,625",71.0,"507,790,705","6,169,368","734,932","365,523,934","2,422,643,413","2,099,921,417",195.0,"439,065","1,451",38.0,"870,717",28.0,"90,615,307","51,300",,"5,746,726",,1
MONTERO (Call Me By Your Name),Lil Nas X,1,2020,9,18,12329,0,1735441776,275,19,738,0,,179,G#,Minor,61,76,51,30,0,38,15,MONTERO (Call Me By Your Name),MONTERO (Call Me By Your Name),Lil Nas X,3/26/2021,USSM12100531,238,100.8,"1,902,241,314","316,054","50,751,390",70.0,"274,582,854","3,603,644","2,297,386","864,049,980","7,655,286,423","3,417,613",310.0,"262,285","2,026",112.0,"2,516,760",80.0,"72,087,250","72,155",,"10,553,717",,1
MONTERO (Call Me By Your Name),Lil Nas X,1,2020,9,18,12329,0,1735441776,275,19,738,0,,179,G#,Minor,61,76,51,30,0,38,15,MONTERO (Call Me By Your Name),MONTERO (Call Me By Your Name),Lil Nas X,3/24/2021,USSM12100532,"2,067",31.7,"1,902,241,314","7,736","1,546,777",44.0,"577,007,299","11,124,112",,,,"2,455,399,379",94.0,"16,421",,6.0,"3,447",1.0,,,,,,0
love nwantiti (ah ah ah),Ckay,1,2019,7,26,5669,2,726837877,74,0,262,14,,93,F,Minor,74,53,73,61,0,13,4,love nwantiti (ah ah ah),CKay The First,CKay,8/30/2019,QMEU31910213,256,96.9,"853,451,422","172,458","43,607,688",71.0,"1,132,006,963","25,943,716","12,330,900","1,768,913,633","23,933,379,729","35,766,668",77.0,"189,840","2,726",51.0,"1,474,677",5.0,"31,447,967","31,569",,"3,489,217",,1
Surface Pressure,Jessica Darrow,1,2021,11,19,1756,0,267758538,38,48,20,0,0,180,D,Major,65,37,58,2,0,4,31,Surface Pressure,Encanto (Original Motion Picture Soundtrack),Jessica Darrow,11/19/2021,USWD12112914,"1,204",43.2,"318,018,082","41,062","14,552,186",65.0,"580,242,930","3,471,774","103,897","128,850,291","1,100,134,488","67,010,140",35.0,"2,041",155,1.0,"10,044",18.0,"49,383,663","66,811","2,375,505","466,130",,0
THATS WHAT I WANT,Lil Nas X,1,2021,9,17,7963,0,920797189,173,7,298,0,4,88,C#,Minor,74,55,85,1,0,5,22,THATS WHAT I WANT,MONTERO,Lil Nas X,9/17/2021,USSM12105732,248,98.0,"1,062,095,453","165,197","75,503,476",72.0,"194,928,107","3,281,325","1,174,669","331,324,816","3,501,946,982","3,618,055,498",156.0,"830,038","2,344",83.0,"2,949,606",46.0,"54,997,089","27,977","12,581,843","5,957,065",,1
One Right Now (with The Weeknd),"The Weeknd, Post Malone",2,2021,11,5,4771,0,539595276,68,18,75,0,1,97,C#,Major,68,72,78,4,0,7,5,One Right Now (with The Weeknd),One Right Now,Post Malone,11/5/2021,USUM72120404,963,49.2,"631,789,333","99,512","27,179,361",65.0,"182,180,447","1,908,939","30,141","12,902,227","181,078,488","954,672,882",89.0,"255,213","1,005",25.0,"858,001",34.0,"103,350,630","11,558",,"2,041,348",,1
Mon Amour - Remix,"Aitana, zzoilo",2,2020,9,21,3221,2,578207856,67,13,139,0,40,116,D,Major,75,36,76,12,0,10,10,Mon Amour - Remix,Mon Amour (Remix),zzoilo,8/18/2021,ES5702101693,"1,381",39.8,"689,939,531","101,479","31,506,074",72.0,"83,908,765","706,081","1,267,200","172,282,438","1,903,513,450","169,512",73.0,"83,176",,28.0,"591,846",57.0,"374,811","1,837",,"3,833,227",,0
Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),"Julieta Venegas, Bad Bunny, Tainy",3,2021,10,5,3423,26,775542072,61,65,53,6,0,170,E,Minor,64,14,70,9,0,9,8,Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),Tainy,10/5/2021,USA2P2135437,"1,104",45.4,"912,709,169","94,302","33,979,642",67.0,"410,395,727","3,097,097","75,146","30,651,870","303,742,856","265,630,925",69.0,"36,857",265,18.0,"995,698",35.0,"26,070,209","7,871",,"1,218,835",,1
MONEY,Lisa,1,2021,9,10,2566,13,863625566,44,109,131,0,,140,C#,Minor,83,40,55,16,0,14,23,MONEY,LALISA,LISA,9/10/2021,KRA402100099,210,105.5,"1,189,335,848","103,236","33,637,835",73.0,"1,323,718,887","20,328,622","3,707,867","1,292,738,947","12,516,703,531","1,203,702,704",54.0,"29,685",461,29.0,"484,446",25.0,"4,765,438","18,921",,"3,720,737",,1
The Motto,"Tiï¿½ï¿½sto, Ava",2,2021,11,4,9151,6,656013912,240,107,268,0,5,118,G,Minor,75,46,76,3,0,9,4,The Motto,The Motto,Tiï¿½ï¿,11/4/2021,CYA112001070,540,66.2,"818,199,643","147,373","98,477,761",70.0,"300,558,745","1,923,570","121,422","28,637,203","591,641,859","2,987,052,499",223.0,"219,365","1,085",129.0,"3,090,312",73.0,"99,191,606","14,575",,"4,987,597",,0
The Motto,"Tiï¿½ï¿½sto, Ava",2,2021,11,4,9151,6,656013912,240,107,268,0,5,118,G,Minor,75,46,76,3,0,9,4,The Motto,Take Care (Deluxe),Drake,11/15/2011,USCM51100731,"3,630",22.5,"549,699,659","89,323","25,996,675",68.0,"76,930,754","622,540","2,177","1,966,065","13,825,915","11,000,116",89.0,"39,594",118,21.0,"241,905",13.0,"856,303,899","1,008,460",,,,1
Happier Than Ever,Billie Eilish,1,2021,7,30,8476,0,1056760045,138,133,283,0,,65,,Major,31,31,24,76,0,14,4,Happier Than Ever,Happier Than Ever,Billie Eilish,7/30/2021,USUM72105936,372,79.9,"1,321,878,145","189,487","51,228,803",78.0,"530,778,926","8,470,860","570,442","358,879,639","2,295,813,182","1,152,917,073",199.0,"82,181",275,51.0,"547,449",50.0,"9,900,535","29,358","15,220,155","4,647,622",,1
Moth To A Flame (with The Weeknd),"The Weeknd, Swedish House Mafia",2,2021,10,22,7495,17,611994237,114,172,284,2,,120,,Minor,56,16,67,0,0,11,4,Moth To A Flame (with The Weeknd),The Highlights (Deluxe),Swedish House Mafia,2/5/2021,USUG12105524,"1,056",46.8,"861,100,951","153,435","41,139,591",74.0,"95,899,960","848,696","35,151","18,345,722","184,453,448","2,623,975",122.0,"245,294",305,64.0,"3,075,152",47.0,"20,927,702","4,078","4,485,036","5,566,537",,0
traitor,"Juan Cruz Toledo, Huilen Toledo",2,2021,5,21,5257,6,1230855859,85,43,134,0,,176,D#,Major,29,12,33,68,0,12,5,traitor,SOUR,Olivia Rodrigo,5/21/2021,USUG12101243,550,65.5,"1,564,979,439","150,597","73,290,053",80.0,"500,794,182","7,451,635","453,412","392,179,677","2,639,611,818","2,578,474,407",147.0,"93,825",182,29.0,"150,235",25.0,"64,240,084","79,459",,"3,156,314",,0
Toxic,BoyWithUke,1,2021,9,10,1795,0,582981380,34,23,118,0,,180,G#,Minor,59,69,61,84,0,46,36,Toxic,Faded,BoyWithUke,9/10/2021,TCAFS2101442,662,59.1,"690,010,618","145,080","16,730,668",69.0,"366,093,721","7,390,377","643,140","290,455,168","2,787,939,961","1,219,791,364",24.0,"61,430",151,27.0,"541,010",15.0,"10,399,079","53,016",,"5,582,299",,0
Toxic,BoyWithUke,1,2021,9,10,1795,0,582981380,34,23,118,0,,180,G#,Minor,59,69,61,84,0,46,36,Toxic,Toxic,YG,8/12/2022,USUM72215025,"4,006",21.3,"36,861,625","18,739","2,015,690",48.0,"45,862,527","493,206","79,369","18,282,687","146,110,913","924,079,774",7.0,"131,332",626,7.0,"25,236",4.0,"28,403,185","9,070",,"1,083,165",,1
drivers license,Olivia Rodrigo,1,2021,1,8,12685,3,1858144199,185,61,485,0,,144,A#,Major,59,21,43,76,0,10,7,drivers license,drivers license,Olivia Rodrigo,1/8/2021,USUG12004749,226,102.9,"2,184,754,018","250,778","70,173,770",79.0,"984,811,734","18,682,671","1,365,848","617,386,471","3,781,894,216","642,666,612",347.0,"4,173",272,214.0,"1,182,092",72.0,"77,733,001","230,402",,"11,006,064",,1
drivers license,Olivia Rodrigo,1,2021,1,8,12685,3,1858144199,185,61,485,0,,144,A#,Major,59,21,43,76,0,10,7,drivers license,drivers license,Olivia Rodrigo,1/8/2021,USUG12004750,"2,341",29.5,"2,184,754,018","9,903","2,638,527",57.0,,,,,,,51.0,"523,873",,2.0,424,,,,,,,0
Malvadï¿½ï¿,"Xamï¿½ï¿½, Gustah, Neo B",3,2021,11,30,648,1,240684449,14,3,81,0,0,133,F#,Minor,82,52,61,38,0,14,27,Malvadï¿½ï¿,Malvadï¿½ï¿,Xamï¿,11/30/2021,QZNJZ2122225,"1,527",37.6,"270,364,614","37,002","6,997,751",56.0,"392,442,440","3,560,319","1,506,394","207,424,238","2,428,164,682","9,986,869",6.0,"10,003",,27.0,"90,277",4.0,,,,"345,849",,0
