track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts,TIDAL Popularity,Explicit Track
Somebody That I Used To Know,"Gotye, Kimbra",2,2011,1,1,42798,0,1457139296,217,136,"6,508",1,,129,,Major,86,75,52,54,0,10,4,Somebody That I Used To Know,Making Mirrors (Deluxe),Gotye,1/1/2011,AUZS21100040,471,71.0,"1,752,826,514","352,833","87,651,528",74.0,"2,729,174,469","22,532,779","312,945","551,329,120","4,679,645,090","490,308,209",202.0,"301,048",474,115.0,"967,797",71.0,"878,651,542","1,581,901","15,266,983","37,339,828",,0
Tom's Diner,"AnnenMayKantereit, Giant Rooks",2,2019,6,28,2605,0,236872197,15,48,50,0,3,98,F#,Minor,68,33,43,38,0,36,14,Tom's Diner,Tom's Diner,AnnenMayKantereit,6/28/2019,DEUM71903009,"3,640",22.5,"296,543,065","117,924","14,177,874",68.0,"205,245,834","3,566,571","256,438","262,367,607","2,473,547,695","6,435,978",12.0,"6,060",148,16.0,"103,155",12.0,"1,650,972","10,222","527,470","3,560,853",,0
First Class,Jack Harlow,1,2022,4,8,8737,0,694525298,163,32,137,15,12,107,G#,Major,91,32,56,3,0,11,10,First Class,First Class,Jack Harlow,4/8/2022,USAT22203024,123,138.6,"818,858,244","223,609","49,586,777",71.0,"231,229,581","2,756,840","1,610,614","624,748,318","6,890,780,336","3,849,170,813",148.0,"666,615","4,406",37.0,"759,989",77.0,"117,451,442","40,907","24,111,168","4,244,972",,1
Plan A,Paulo Londra,1,2022,3,23,1105,0,240661097,32,0,19,0,0,174,,Major,58,56,83,5,0,7,4,Plan A,Plan A,Paulo Londra,3/23/2022,USWL12200224,"2,808",26.5,"275,416,061","45,154","6,010,438",58.0,"237,452,601","5,966,974","50,200","38,034,415","356,327,284","183,244,953",17.0,"12,401",66,13.0,"69,057",19.0,"127,152",284,,"243,094",,0
Fuera del mercado,Danny Ocean,1,2022,2,17,2499,21,421365166,68,24,43,1,0,92,G#,Major,45,27,67,32,0,13,14,Fuera del mercado,@dannocean,Danny Ocean,2/17/2022,USWL12200098,"1,064",46.5,"535,013,440","57,772","25,048,190",71.0,"162,236,183","1,010,851","2,681,307","387,587,032","4,479,627,831","339,251,328",54.0,"28,857",327,32.0,"910,491",28.0,"1,646,419","1,389",,"1,371,874",,1
X ï¿½ï¿½LTIMA,"Daddy Yankee, Bad Bunny",2,2022,3,25,2697,1,349746291,55,3,32,0,0,90,G,Major,81,59,83,9,0,11,5,X ï¿½ï¿½LTIMA,LEGENDADDY,Daddy Yankee,3/25/2022,USUG12201738,"2,503",28.3,"409,394,001","53,657","22,643,350",64.0,"123,846,563","1,120,466","442,700","135,938,706","1,334,863,571","330,802,357",45.0,"15,971",81,18.0,"2,038,434",36.0,"23,456,449","1,603","676,729","526,470",,1
When You're Gone,Shawn Mendes,1,2022,3,31,2092,0,255120451,75,11,44,0,14,147,F,Major,60,58,69,2,0,58,4,When You're Gone,When You're Gone,Shawn Mendes,3/31/2022,USUM72204098,"1,562",37.1,"323,292,046","40,626","21,320,097",71.0,"65,239,480","885,533","19,442","13,233,315","190,197,488","2,968,059,535",52.0,"344,312",799,20.0,"676,487",35.0,"35,572,076","4,298",,"2,143,760",,0
In My Head,Lil Tjay,1,2022,4,1,1185,0,190981339,21,0,31,0,0,143,C#,Major,68,41,55,16,0,10,12,In My Head,In My Head,Lil Tjay,4/1/2022,USSM12202421,"2,804",26.5,"237,061,046","82,335","8,632,456",63.0,"47,378,172","923,407",374,"356,522","3,442,700","341,463,881",13.0,"13,487",652,14.0,"94,957",18.0,"12,629,283","6,451",,"665,891",,1
In My Head,Lil Tjay,1,2022,4,1,1185,0,190981339,21,0,31,0,0,143,C#,Major,68,41,55,16,0,10,12,In My Head,In My Head,Juice WRLD,10/28/2022,USUG12207965,"4,194",20.6,"136,878,823","44,098","14,028,444",62.0,"46,128,261","705,084","21,940","2,045,576","17,208,694","7,484,886",10.0,817,1,2.0,"113,827",7.0,"6,354,076","3,193",,"164,132",,1
Wait a Minute!,Willow,1,2015,1,11,11985,0,924193303,79,80,250,3,10,101,D#,Minor,76,63,71,3,0,10,3,Wait a Minute!,ARDIPITHECUS,WILLOW,1/11/2015,QMJMT1500801,"2,678",27.2,"1,081,039,358","220,073","41,752,381",73.0,"422,709,495","5,234,949","1,620,541","275,664,623","2,051,079,047","70,203",65.0,"14,873",,31.0,"308,544",17.0,"31,208,630","67,960",,"7,344,889",,0
LOVE DIVE,IVE,1,2022,4,5,753,8,305771063,28,124,13,0,1,118,C#,Minor,70,54,71,0,0,33,4,LOVE DIVE,LOVE DIVE,IVE,4/5/2022,KRA382204375,"1,243",42.5,"397,988,770","28,165","11,131,897",69.0,"583,304,882","4,759,365","204,227","219,351,151","1,878,718,115","189,613,465",31.0,"3,065",78,7.0,"42,644",10.0,"731,310","1,474",,"468,601",,0
Pantysito,"Feid, Alejo, Robi",3,2022,3,18,2995,0,273005485,49,17,30,0,0,98,G,Minor,83,63,74,14,0,16,6,Pantysito,Pantysito,Alejo,3/18/2022,USUG12201485,"2,526",28.2,"332,175,085","63,085","23,635,638",66.0,"119,541,325","763,188","378,000","93,005,063","866,018,385","213,451,655",37.0,"20,428",108,17.0,"1,616,786",36.0,"3,756,960",524,,"616,074",,1
Angel Baby,Troye Sivan,1,2021,9,9,1959,9,408843328,52,25,32,0,10,145,B,Major,56,41,57,1,0,13,3,Angel Baby,Angel Baby,Troye Sivan,9/9/2021,AUUM72100371,554,64.9,"533,416,336","51,383","15,263,459",68.0,"293,168,763","2,744,278","6,384,142","410,346,965","4,418,855,338","1,548,038,923",49.0,"31,921",23,15.0,"12,354",25.0,"1,140,347","2,750",,"1,409,744",,0
Vampiro,"Matuï¿½ï¿½, Wiu, ",3,2022,1,30,540,4,187772591,26,3,39,0,0,115,G#,Minor,78,63,64,1,0,7,4,Vampiro,Vampiro,Matuï¿,3/29/2022,BXW922100034,"3,527",22.9,"250,112,783","37,790","7,871,652",67.0,"207,570,990","2,206,717","77,011","12,026,795","81,406,851","27,177,813",18.0,250,,29.0,"251,363",5.0,,,,"124,505",,0
Right On,Lil Baby,1,2022,4,8,1116,0,101780047,31,9,15,0,1,166,D,Major,70,22,61,2,0,10,34,Right On,Right On,Lil Baby,4/8/2022,USUG12200031,"3,106",24.8,"121,466,936","55,063","13,549,250",58.0,"124,159,378","927,806","25,206","5,807,741","46,858,425","484,729,091",34.0,"8,558",183,9.0,"464,892",9.0,"37,852,525","12,734",,"538,503",,1
Falling,Harry Styles,1,2019,12,13,7556,0,1023187129,124,24,254,0,8,110,E,Major,57,6,27,84,0,9,3,Falling,Falling,Trevor Daniel,10/5/2018,USUYG1221109,367,80.0,"1,606,023,895","225,643","32,822,629",71.0,"1,151,842,584","15,653,870","6,047,796","914,937,622","8,742,744,684","529,839,674",115.0,"168,415",126,195.0,"454,460",4.0,"212,305,894","141,079","2,388","12,373,665",,0
Falling,Harry Styles,1,2019,12,13,7556,0,1023187129,124,24,254,0,8,110,E,Major,57,6,27,84,0,9,3,Falling,Fine Line,Harry Styles,12/13/2019,USSM11912590,"2,050",31.8,"1,225,776,509","135,760","95,644,468",75.0,"308,365,869","5,355,909","66,101","26,565,378","188,148,281","6,600,033",114.0,"32,921",60,61.0,"780,422",30.0,"16,990,124","28,717",308,"1,958,247",,0
Sigue,"Ed Sheeran, J Balvin",2,1996,11,24,1370,0,106933107,46,8,60,0,0,88,G,Major,89,59,64,5,0,19,7,Sigue,Capï¿½ï¿½tu,Beny Jr,4/1/2022,ES71G2211486,"2,008",32.2,"243,125,642","77,523","7,260,157",74.0,"173,482,368","821,531","46,000","6,590,357","70,560,340","155,923,213",8.0,"1,551",,3.0,"150,930",2.0,,,"1,215,112",,,0
Fim de Semana no Rio,teto,1,2022,3,30,315,2,139193812,27,2,31,0,0,119,C#,Minor,87,28,50,12,0,10,10,Fim de Semana no Rio,Fim de Semana no Rio,Teto,3/30/2022,BXW922200001,"3,856",21.7,"174,165,147","32,542","6,206,794",61.0,"228,106,838","2,216,911","18,664","12,238,437","119,676,469","25,110,655",16.0,34,,13.0,"95,640",4.0,,,,"50,042",,1
MANIAC,Stray Kids,1,2022,3,18,651,0,212234990,6,188,20,0,0,120,C#,Major,58,71,80,15,0,7,41,MANIAC,ODDINARY,Stray Kids,3/18/2022,US5TA2200027,"2,163",30.9,"293,724,552","27,089","8,506,820",68.0,"343,273,995","6,840,494","274,400","180,065,845","866,409,009","208,694,354",7.0,"2,041",255,6.0,"59,109",17.0,"2,234,511","6,341","2,091,055","591,662",,0
MANIAC,Stray Kids,1,2022,3,18,651,0,212234990,6,188,20,0,0,120,C#,Major,58,71,80,15,0,7,41,MANIAC,The 4th Mini Album 'VERSUS',VIVIZ,11/2/2023,KRA382321414,"2,718",27.0,"77,590,300","6,575","6,127,218",,"94,172,195","738,147","3,247","22,942,690","170,046,435","572,720,093",7.0,,,1.0,"151,363",,,,,"168,452",,0
There's Nothing Holdin' Me Back,Shawn Mendes,1,2016,9,23,12382,0,1714490998,229,57,"1,370",2,71,122,D,Major,86,97,80,36,0,9,6,There's Nothing Holdin' Me Back,Illuminate,Shawn Mendes,9/23/2016,USUM71702833,589,62.6,"2,043,626,431","185,796","81,455,782",80.0,"1,683,710,842","12,626,585","2,310,405","82,394,327","544,400,947","1,720,678,088",190.0,"314,017",546,293.0,"2,290,114",55.0,"284,424,039","97,441",,"14,902,121",,0
Golden,Harry Styles,1,2019,12,13,8429,1,807015863,85,24,200,0,2,140,E,Minor,45,25,84,21,0,13,6,Golden,Fine Line,Harry Styles,12/13/2019,USSM11912586,"1,645",36.0,"912,294,568","117,541","36,158,508",70.0,"332,759,355","5,731,914","595,407","144,323,466","1,255,165,488","185,990,718",122.0,"225,952",186,34.0,"48,669",28.0,"24,011,150","25,226","348,587","2,324,716",,0
Ain't Shit,Doja Cat,1,2021,6,25,3436,0,499710590,32,6,46,0,1,124,D#,Major,86,62,49,51,0,35,21,Ain't Shit,Planet Her,Doja Cat,6/25/2021,USRC12101540,"2,454",28.8,"599,547,543","90,475","27,073,255",70.0,"154,979,267","2,179,826","139,585","104,260,172","557,527,051","45,865,195",112.0,157,,17.0,"159,069",5.0,"16,469,827","27,559",,"1,075,422",,1
"Nobody Like U - From ""Turning Red""","Jordan Fisher, Josh Levi, Finneas O'Connell, 4*TOWN (From Disney and Pixarï¿½ï¿½ï¿½s Turning Red), Topher Ngo, Grayson Vill",6,2022,2,25,918,0,120847157,34,39,30,0,0,105,A,Minor,91,73,72,13,0,9,15,"Nobody Like U - From ""Turning Red""","Nobody Like U (From ""Turning Red"")",4*TOWN (From Disney and Pixarï¿½ï¿½ï¿½s Turnin,2/25/2022,USWD12213564,"4,453",19.8,"148,262,734","25,061","12,962,477",61.0,"84,276,192","1,121,581","751,200","215,442,044","1,877,005,845","25,955,797",45.0,"2,670",,12.0,"139,673",19.0,"10,335,798","16,315","1,228,455","768,965",,0
Photograph,Ed Sheeran,1,2014,6,20,18778,3,2236667932,228,105,"2,453",0,84,108,E,Major,61,20,38,61,0,10,5,Photograph,x (Wembley Edition),Ed Sheeran,1/1/2013,GBAHS1400094,980,48.8,"2,525,355,904","208,671","121,163,411",77.0,"1,884,843,329","9,916,244","1,459,274","502,385,405","4,406,781,129","1,706,776,803",249.0,"89,818",80,234.0,"603,824",54.0,"450,907,868","190,210","35,594,470","17,163,765",,0
Love Yourself,Justin Bieber,1,2015,11,9,22730,5,2123309722,289,87,"2,430",0,36,100,E,Major,61,53,38,84,0,28,44,Love Yourself,Love Yourself,Justin Bieber,11/9/2015,USUM71516761,530,66.8,"2,423,583,406","221,550","85,152,861",78.0,"2,154,325,842","11,828,484","412,296","54,794,151","546,197,873","1,521,238,263",287.0,"216,976",210,114.0,"644,719",68.0,"579,271,026","399,649",,"16,182,850",,0
N95,Kendrick Lamar,1,2022,5,13,5542,0,301242089,52,16,65,0,206,140,D#,Minor,81,39,66,38,0,12,14,N95,Mr. Morale & The Big Steppers,Kendrick Lamar,5/13/2022,USUM72208963,"1,194",43.4,"426,936,498","118,020","24,734,503",74.0,"124,386,115","2,134,071","34,724","16,024,927","186,922,543","1,303,000,868",48.0,"13,141",122,21.0,"357,536",45.0,"8,689,010","3,163",,"1,452,569",,1
Die Hard,"Kendrick Lamar, Blxst, Amanda Reifer",3,2022,5,13,4627,0,237351106,38,13,32,0,0,101,C#,Minor,78,40,74,36,0,17,27,Die Hard,Mr. Morale & The Big Steppers,Kendrick Lamar,5/13/2022,USUM72208965,"2,107",31.4,"318,340,376","83,638","10,749,840",71.0,"43,714,392","491,664","3,974","1,738,489","11,351,079","7,985,091",36.0,"57,147",121,8.0,"116,857",33.0,"11,750,858","3,197",,"1,032,548",,1
Despuï¿½ï¿½s de la P,Bad Bunny,1,2022,5,6,2229,0,461558540,27,44,24,0,5,78,F,Major,56,61,90,36,0,18,31,Despuï¿½ï¿½s de la P,Un Verano Sin Ti,Bad Bunny,5/6/2022,QM6MZ2214876,"1,493",37.9,"542,751,537","67,763","20,306,682",71.0,"195,610,806","1,623,280","228,878","87,866,614","803,525,888","22,535,103",28.0,"18,652",129,6.0,"288,649",17.0,"27,807,712","14,924",,"1,359,456",,0
Un Ratito,Bad Bunny,1,2022,5,6,1112,6,417230415,7,30,13,1,1,93,,Minor,79,22,55,31,0,12,5,Un Ratito,Un Verano Sin Ti,Bad Bunny,5/6/2022,QM6MZ2214879,"1,990",32.3,"500,671,737","57,541","10,245,525",70.0,"204,437,602","1,398,859","17,700","8,267,001","66,367,676","20,223,201",12.0,"2,271",,1.0,"171,943",1.0,"29,494,305","3,482",,"796,992",,0
United In Grief,Kendrick Lamar,1,2022,5,13,2575,0,156898322,4,5,12,0,51,87,G#,Major,52,32,83,24,0,17,43,United In Grief,Mr. Morale & The Big Steppers,Kendrick Lamar,5/13/2022,USUM72208961,"2,578",27.8,"246,425,341","81,509","7,710,812",71.0,"38,465,606","807,082","108,559","43,090,164","342,828,836","34,138,596",5.0,732,11,3.0,"15,986",6.0,"2,364,415","2,500",,"1,169,011",,1
Yo No Soy Celoso,Bad Bunny,1,2022,5,6,1179,0,313113297,7,21,11,0,0,142,,Major,87,93,59,28,0,17,5,Yo No Soy Celoso,Un Verano Sin Ti,Bad Bunny,5/6/2022,QM6MZ2214880,"2,901",25.9,"370,800,055","49,381","6,786,167",68.0,"130,681,979","909,372","9,631","12,486,570","123,346,772","20,198,310",8.0,"1,209",,1.0,"4,012",1.0,"11,215,211","2,417","3,831,965","336,808",,1
Rich Spirit,Kendrick Lamar,1,2022,5,13,3486,0,173702135,20,10,33,0,0,96,A#,Minor,85,41,43,39,0,12,21,Rich Spirit,Mr. Morale & The Big Steppers,Kendrick Lamar,5/13/2022,USUM72208971,"2,437",28.9,"254,191,262","68,188","10,639,841",71.0,"66,231,224","1,090,031","19,580","2,720,712","33,984,850","38,505,821",23.0,"3,925",35,7.0,"165,039",27.0,"12,592,517","4,106","6,055,815","555,350",,1
Cooped Up (with Roddy Ricch),"Post Malone, Roddy Ricch",2,2022,5,12,2942,0,271666301,42,28,43,0,0,125,,Major,50,39,78,4,0,11,33,Cooped Up (with Roddy Ricch),Cooped Up,Post Malone,5/12/2022,USUM72208020,"1,401",39.6,"327,011,836","76,622","17,496,536",62.0,"116,596,146","1,210,310","40,813","17,826,536","258,017,332","3,152,743,343",38.0,"117,371",718,10.0,"159,166",42.0,"18,866,959","7,049","4,082,380","1,443,587",,1
Me Fui de Vacaciones,Bad Bunny,1,2022,5,6,1443,0,305650299,9,11,22,1,0,85,A#,Major,71,43,65,23,0,9,5,Me Fui de Vacaciones,Un Verano Sin Ti,Bad Bunny,5/6/2022,QM6MZ2214894,"1,067",46.4,"366,872,354","61,014","15,444,758",68.0,"146,768,761","1,402,279","2,232,600","180,281,548","1,794,129,686","20,198,310",14.0,"8,167",,8.0,"482,273",7.0,"10,647,882","2,818","2,328,837","768,036",,0
Silent Hill,"Kendrick Lamar, Kodak Black",2,2022,5,13,3028,0,123216717,22,0,23,0,0,140,C#,Minor,92,78,57,46,0,14,9,Silent Hill,Mr. Morale & The Big Steppers,Kendrick Lamar,5/13/2022,USUM72208981,"2,933",25.7,"151,507,054","63,279","7,054,692",63.0,"46,312,741","658,950","4,105","2,019,515","19,198,685","299,341,436",24.0,"53,408",663,4.0,"44,675",22.0,"34,835,337","5,706",,"641,828",,1
La Corriente,"Tony Dize, Bad Bunny",2,2022,5,6,1796,8,479655659,8,25,18,1,0,196,B,Minor,66,58,79,23,0,22,20,La Corriente,Un Verano Sin Ti,Bad Bunny,5/6/2022,QM6MZ2214883,"1,745",34.9,"591,704,263","65,115","16,254,572",71.0,"179,847,217","1,213,273","120,800","26,994,022","266,064,027","24,137,183",12.0,"6,564",6,3.0,"189,015",3.0,"36,848,007","3,102",,"977,339",,1
Count Me Out,Kendrick Lamar,1,2022,5,13,2729,0,126191104,3,7,13,0,1,134,G,Major,78,51,43,69,0,14,9,Count Me Out,Mr. Morale & The Big Steppers,Kendrick Lamar,5/13/2022,USUM72208980,"3,049",25.1,"201,021,118","64,247","6,844,165",72.0,"88,574,109","1,615,761","7,308","2,928,037","20,521,498","109,458,351",7.0,890,25,4.0,"43,191",7.0,"8,547,683","3,071",,"576,996",,1
Andrea,"Buscabulla, Bad Bunny",2,2022,5,6,1195,0,344055883,8,30,13,1,1,103,C#,Minor,80,45,62,76,0,10,38,Andrea,Un Verano Sin Ti,Bad Bunny,5/6/2022,QM6MZ2214893,"1,335",40.7,"432,885,913","51,912","12,241,438",71.0,"321,888,868","1,818,193","575,000","152,132,878","1,232,405,599","20,330,597",14.0,"2,673",42,2.0,"200,870",6.0,"17,790,574","5,179",,"901,897",,1
Dos Mil 16,Bad Bunny,1,2022,5,6,892,3,338422004,10,24,11,0,0,130,C#,Major,82,50,67,12,0,13,5,Dos Mil 16,Un Verano Sin Ti,Bad Bunny,5/6/2022,QM6MZ2214889,"2,249",30.2,"426,904,285","50,219","17,690,466",71.0,"198,252,709","1,323,047","241,013","89,404,506","679,567,159","20,200,537",15.0,355,,4.0,"120,297",9.0,"10,610,635","1,775",,"629,164",,0
Un Coco,Bad Bunny,1,2022,5,6,1029,28,403231558,5,28,9,0,0,152,B,Major,84,74,69,21,0,18,6,Un Coco,Un Verano Sin Ti,Bad Bunny,5/6/2022,QM6MZ2214892,"1,904",33.2,"534,736,940","54,870","16,605,882",73.0,"243,635,144","1,460,980","35,000","53,470,902","327,984,369","20,204,348",11.0,"1,066",,1.0,72,4.0,"17,997,118","4,174",,"751,985",,0
Otro Atardecer,"Bad Bunny, The Marï¿½ï",2,2022,5,6,1681,7,319546754,10,30,13,0,33,108,D,Major,78,55,60,59,0,7,4,Otro Atardecer,Un Verano Sin Ti,Bad Bunny,5/6/2022,QM6MZ2214891,"2,126",31.2,"426,439,016","58,352","12,590,067",71.0,"187,059,915","1,140,762","63,700","33,219,040","232,987,490","20,261,939",15.0,,2,2.0,605,3.0,"17,983,505","2,209",,"961,174",,0
Aguacero,Bad Bunny,1,2022,5,6,829,0,283359161,4,15,10,0,0,121,F#,Minor,86,67,65,42,0,35,7,Aguacero,Un Verano Sin Ti,Bad Bunny,5/6/2022,QM6MZ2214886,"3,068",25.0,"342,075,557","42,659","11,281,372",68.0,"128,273,450","963,861","419,100","226,879,716","1,873,295,908","25,525,556",8.0,628,,,,,"7,618,357","1,397",,"415,047",,0
Un Verano Sin Ti,Bad Bunny,1,2022,5,6,1004,1,283332261,8,12,9,0,0,188,F,Minor,50,41,50,69,0,12,6,Un Verano Sin Ti,Un Verano Sin Ti,Bad Bunny,5/6/2022,QM6MZ2214895,"3,495",23.1,"360,149,048","49,439","8,856,237",69.0,"94,595,491","955,663","32,000","21,771,827","154,135,701","31,810,445",11.0,681,,,,2.0,"14,011,928","17,893",,"290,721",,0
ULTRA SOLO,"Polima WestCoast, Pailita",2,2022,2,14,1367,0,307752576,48,4,34,1,0,110,C#,Major,80,26,85,23,0,11,21,ULTRA SOLO,ULTRA SOLO,Polimï¿½ï¿½ Westc,2/14/2022,CLPP22200004,642,59.7,"360,068,693","58,995","18,998,905",64.0,"149,041,400","1,103,249","4,984,600","450,591,101","4,865,262,796",,35.0,"18,457",,19.0,"138,088",19.0,"55,318",706,,"1,212,308",,0
Ensï¿½ï¿½ï¿½ï¿½ame ,Bad Bunny,1,2022,5,6,1112,3,279737940,7,25,12,0,0,105,G#,Major,81,77,79,19,0,47,8,Ensï¿½ï¿½ï¿½ï¿½ame ,Un Verano Sin Ti,Bad Bunny,5/6/2022,QM6MZ2214887,"3,398",23.5,"348,372,811","52,893","6,523,487",69.0,"106,600,063","684,118","25,900","16,462,263","154,007,395","99,252,847",12.0,"1,956",,,,,"8,024,673","1,451",,"400,999",,0
Callaita,"Bad Bunny, Tainy",2,2019,5,31,9539,15,1304313953,162,116,355,7,0,176,D,Major,61,24,62,60,0,24,31,Callaita,Callaita,Bad Bunny,5/31/2019,QM6N21919851,638,60.0,"1,448,173,030","156,477","70,813,159",70.0,"1,341,625,876","6,392,667","625,362","38,376,453","354,361,373","319,055,884",145.0,"21,249",58,58.0,"3,650,942",26.0,"177,618,696","48,208",,"3,026,321",,1
That That (prod. & feat. SUGA of BTS),"PSY, Suga",2,2022,4,29,802,0,212109195,16,81,23,0,0,130,E,Major,91,91,96,3,0,3,9,That That (prod. & feat. SUGA of BTS),PSY 9th,PSY,4/29/2022,QZEKE2084402,858,52.4,"269,491,606","26,075","16,176,936",66.0,"746,615,342","15,669,340","304,900","324,925,866","2,432,918,911","300,796,672",12.0,"11,171",243,5.0,"37,462",16.0,"2,505,495","1,683",,"797,357",,0
In The Stars,Benson Boone,1,2022,4,29,2224,8,382199619,48,40,87,1,210,78,A#,Major,36,30,54,34,0,14,5,In The Stars,In The Stars,Benson Boone,4/29/2022,USWB12201574,597,61.9,"725,214,939","107,667","48,040,727",74.0,"204,956,968","2,396,003","626,129","233,812,388","2,046,007,902","2,723,304,479",48.0,"98,191",47,19.0,"576,576",14.0,"10,018,684","12,905","6,084,222","3,629,083",,0
SUPERMODEL,Mï¿½ï¿½ne,1,2022,5,13,2265,0,231657891,93,12,173,11,3,121,G,Major,64,80,88,0,0,12,6,SUPERMODEL,SUPERMODEL,Mï¿½ï¿½ne,5/13/2022,ITB002200385,"1,936",32.9,"308,183,607","57,988","30,736,731",64.0,"29,232,672","460,660","145,290","31,480,770","401,636,873","65,010",70.0,"175,801",629,52.0,"355,125",32.0,"20,536,894","2,578",,"2,354,432",,0
Thousand Miles,The Kid Laroi,1,2022,4,22,2050,0,244741137,52,9,46,0,1,81,G,Major,38,20,66,9,0,9,8,Thousand Miles,Thousand Miles,The Kid LAROI,4/22/2022,USSM12203367,"1,583",36.8,"299,159,279","65,016","30,594,262",65.0,"77,821,012","905,318","34,658","36,740,366","393,771,352","2,110,846,034",50.0,"191,286",921,33.0,"236,835",15.0,"45,001,953","12,195",,"1,415,750",,1
PUFFIN ON ZOOTIEZ,Future,1,2022,4,29,2350,0,254218729,28,42,23,0,0,125,G#,Major,88,28,66,6,0,13,31,PUFFIN ON ZOOTIEZ,I NEVER LIKED YOU,Future,4/29/2022,USSM12203787,560,64.3,"395,167,576","135,307","21,175,776",71.0,"117,364,602","803,990","31,391","6,266,752","66,661,123","325,170,705",31.0,"1,129",135,6.0,"83,735",4.0,"14,036,841","8,254","36,310,823","1,076,988",,1
Mirror,Kendrick Lamar,1,2022,5,13,1929,0,53603447,2,0,4,0,0,92,E,Minor,66,29,65,23,0,8,7,Mirror,Tha Carter IV (Japan Version),Lil Wayne,1/1/2011,USCM51100327,"4,433",19.8,"531,877,344","113,502","16,875,314",69.0,"887,185,779","5,742,922","240,175","59,853,712","478,863,160","159,410,617",21.0,26,4,10.0,"249,253",8.0,"260,350,267","311,020",,"3,832,905",,1
Beautiful Girl,Luciano,1,2022,4,22,710,4,160035717,16,11,18,0,0,140,B,Minor,84,61,42,31,0,9,9,Beautiful Girl,Beautiful Girl,Luciano,4/28/2022,DECE72201083,"3,255",24.1,"191,569,959","73,054","4,131,980",57.0,"55,509,965","448,500",690,"12,323,369","129,718,183","80,052,391",16.0,"12,300",,13.0,"101,700",7.0,611,,"156,739","343,759",,0
"Paulo Londra: Bzrp Music Sessions, Vol. 23","Bizarrap, Paulo Londra",2,2022,4,25,928,0,164163229,19,0,7,0,0,96,,Major,61,32,90,25,0,10,9,"Paulo Londra: Bzrp Music Sessions, Vol. 23","Paulo Londra: Bzrp Music Sessions, Vol. 23",Bizarrap,4/25/2022,UYB282201026,"4,287",20.3,"185,316,307","37,273","6,180,389",59.0,"168,590,700","5,156,460",,,,"1,755,128",11.0,6,36,6.0,"110,742",6.0,"28,833",,"10,044","203,241",,1
Pasoori,"Shae Gill, Ali Sethi",2,2022,2,6,349,6,284249832,10,22,3,0,0,92,B,Minor,71,67,60,7,0,6,4,Pasoori,Pasoori,Shae Gill,2/6/2022,FR10S2289473,750,56.1,"346,971,014","37,940","6,753,521",65.0,"928,440,031","9,495,255",627,"225,218","2,638,039","236,473,638",17.0,"3,701",,1.0,"1,097",7.0,,,,"673,415",,0
TUS Lï¿½ï¿½GR,"Sech, Mora",2,2022,4,1,1308,2,184622518,23,16,9,0,5,174,C#,Major,68,45,71,18,0,11,25,TUS Lï¿½ï¿½GR,Microdosis,Mora,4/1/2022,QM4TX2252947,"1,862",33.7,"231,258,162","42,133","12,601,998",64.0,"143,774,447","773,465","1,754,800","79,825,538","760,223,916","317,485,352",27.0,"5,833",368,1.0,"46,161",20.0,"3,321,809",662,,"616,275",,1
ZOOM,Jessi,1,2022,4,13,608,0,136996305,5,29,14,0,0,100,F#,Major,87,46,60,1,0,13,16,ZOOM,ZOOM,Jessi,4/13/2022,KRA382204517,850,52.6,"166,161,044","22,288","7,774,873",61.0,"303,569,838","5,827,005","3,903,605","865,870,535","9,393,168,416","146,065,235",5.0,"5,680",32,5.0,"53,217",8.0,,,,"778,299",,0
FEARLESS,LE SSERAFIM,1,2022,5,2,629,0,229497852,18,75,9,0,0,104,G,Major,86,43,62,5,0,13,14,FEARLESS,FEARLESS,LE SSERAFIM,5/2/2022,USA2P2219222,"2,328",29.6,"312,942,305","20,231","4,756,698",62.0,"386,459,691","4,716,534","107,047","152,757,714","1,245,609,565","62,900,174",19.0,"2,852",218,3.0,"2,892",19.0,,,,,,0
10 Things I Hate About You,Leah Kate,1,2022,3,23,1301,0,185550869,23,1,15,0,0,154,G#,Major,54,45,79,1,0,17,5,10 Things I Hate About You,10 Things I Hate About You,Leah Kate,3/23/2022,QZES62254244,"2,496",28.4,"238,502,829","38,595","7,419,495",4.0,"26,154,092","390,129","1,569,194","185,586,256","2,205,444,414","3,453,749",17.0,"33,938",760,8.0,"66,599",7.0,"23,587,662","15,146",,"692,500",,1
