track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,bpm,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views
Sugar Rush Ride,TOMORROW X TOGETHER,1,2023,1,27,359,0,107642809,12,56,125,Minor,71,83,89,1,0,17,9,Sugar Rush Ride,The Name Chapter: TEMPTATION,TOMORROW X TOGETHER,1/27/2023,USA2P2243432,"3,672",22.4,"178,523,233","14,560","6,470,472",67.0,140763661.0,2394273.0,144009.0,133503343.0,697618053.0
Pink Venom,BLACKPINK,1,2022,8,19,1963,16,551305895,57,119,90,Major,80,71,69,2,0,27,10,Pink Venom,Pink Venom,BLACKPINK,8/19/2022,KRA402200017,266,95.6,"736,469,450","48,251","22,817,940",68.0,868589823.0,16834955.0,1833169.0,587311863.0,5828265172.0
WAIT FOR U (feat. Drake & Tems),"Drake, Future, Tems",3,2022,4,27,5491,14,556585270,128,84,83,Major,46,34,64,31,0,7,34,WAIT FOR U (feat. Drake & Tems),WAIT FOR U (feat. Drake & Tems),Future,4/27/2022,USSM12203789,120,141.0,"787,155,930","183,850","58,397,185",77.0,357772653.0,2590835.0,931660.0,95662104.0,836550889.0
Don't Start Now,Dua Lipa,1,2019,10,31,27119,0,2303033973,532,77,124,Minor,79,68,79,1,0,10,8,Don't Start Now,Don't Start Now,Dua Lipa,10/31/2019,GBAHT1901121,149,124.6,"2,607,121,959","270,230","143,953,432",78.0,1201600884.0,10239198.0,4725570.0,414013363.0,3535661993.0
INDUSTRY BABY (feat. Jack Harlow),"Jack Harlow, Lil Nas X",2,2021,7,23,13315,0,1814349763,300,47,150,Minor,74,89,70,2,0,5,6,INDUSTRY BABY (feat. Jack Harlow),INDUSTRY BABY (feat. Jack Harlow),Lil Nas X,7/23/2021,USSM12104539,110,145.3,"2,014,959,725","354,831","87,942,438",70.0,1003346208.0,16856186.0,1750366.0,915814897.0,9558947943.0
MIDDLE OF THE NIGHT,Elley Duhï¿,1,2020,1,10,4057,8,872137015,78,21,186,Minor,41,9,61,2,0,12,5,MIDDLE OF THE NIGHT,MIDDLE OF THE NIGHT,Elley Duhï¿,1/10/2020,USRC11903813,"1,054",46.8,"1,104,008,150","173,612","51,608,714",72.0,431904675.0,4882117.0,612500.0,304312367.0,2922804533.0
PUNTO 40,"Baby Rasta, Rauw Alejandro",2,2022,9,22,3006,12,304079786,54,32,107,Major,87,20,83,0,4,31,9,PUNTO 40,PUNTO 40 - Single,Rauw Alejandro,9/22/2022,USSD12200965,635,60.4,"396,549,329","56,179","20,926,929",67.0,185441424.0,1023796.0,2400609.0,377165558.0,5233247603.0
Evoque Prata,"DJ Escobar, MC MENOR SG, MC MENOR HR",3,2022,9,9,852,0,174006928,14,1,87,Major,87,52,52,31,0,28,24,Evoque Prata,Evoque Prata,MC MENOR HR,9/9/2022,BCA2A2200128,"3,595",22.7,"224,150,665","33,067","14,383,640",58.0,105711690.0,630231.0,330044.0,15466674.0,279699428.0
How Do I Say Goodbye,Dean Lewis,1,2022,8,5,2163,15,284785823,72,97,82,Major,40,39,64,21,0,7,7,How Do I Say Goodbye,How Do I Say Goodbye,Dean Lewis,8/5/2022,AUUM72200172,639,59.9,"459,712,644","86,820","35,269,550",69.0,116599191.0,1422757.0,189900.0,92382361.0,749847975.0
Doja,Central Cee,1,2022,7,20,4169,44,482257456,57,44,140,Major,91,97,57,38,0,40,29,Doja,Doja,Central Cee,7/21/2022,ZZOPM2237319,360,80.5,"676,519,766","192,241","57,503,569",74.0,201326163.0,3061387.0,492679.0,411670410.0,3919404141.0
Gatita,Bellakath,1,2022,10,3,1054,0,168684524,9,0,101,Major,90,76,81,15,24,33,6,Gatita,Gatita,Bellakath,10/5/2022,QZPLR2286558,"1,184",43.6,"218,661,601","25,714","8,048,259",57.0,173995566.0,1354818.0,1961387.0,191009331.0,2353588008.0
Niagara Falls (Foot or 2) [with Travis Scott & 21 Savage],"Travis Scott, 21 Savage, Metro Boomin",3,2022,12,2,1602,0,195516622,12,22,88,Minor,49,24,66,19,0,18,29,Niagara Falls (Foot or 2) [with Travis Scott & 21 Savage],HEROES & VILLAINS,Metro Boomin,12/2/2022,USUG12208792,"1,191",43.4,"325,654,069","108,296","18,764,224",71.0,21886334.0,217873.0,961638.3856,3.0,19.0
Yonaguni,Bad Bunny,1,2021,6,4,9644,28,1260594497,120,86,180,Major,64,44,65,28,0,14,12,Yonaguni,Yonaguni,Bad Bunny,6/4/2021,QM6P42169803,295,88.6,"1,398,634,184","177,082","44,848,091",71.0,1084871745.0,7894095.0,884793.0,298126879.0,2877719483.0
Super Freaky Girl,Nicki Minaj,1,2022,8,12,4827,0,428685680,104,17,133,Major,95,91,89,6,0,31,24,Super Freaky Girl,Super Freaky Girl,Nicki Minaj,8/12/2022,USUM72215262,468,71.2,"549,382,975","88,241","44,497,733",64.0,128432797.0,2507944.0,777200.0,583041946.0,5107877505.0
Limbo,Freddie Dredd,1,2022,8,11,688,0,199386237,14,1,75,Minor,80,46,62,3,6,11,46,Limbo,Freddie's Inferno,Freddie Dredd,8/11/2022,USRC12201645,"2,080",31.6,"290,154,153","78,735","11,859,340",68.0,23082946.0,421187.0,212440.0,107112714.0,914597307.0
Where Are You Now,"Lost Frequencies, Calum Scott",2,2021,7,30,10565,44,972509632,238,122,121,Minor,67,26,64,52,0,17,10,Where Are You Now,Where Are You Now,Lost Frequencies,7/30/2021,BEHP42100067,370,79.9,"1,223,329,465","211,823","114,773,091",74.0,214359669.0,1467163.0,308286.0,25459624.0,413908070.0
Bad Habits,Ed Sheeran,1,2020,9,3,12755,8,1555511105,344,97,126,Minor,81,59,90,5,0,36,3,Bad Habits,#NAME?,Ed Sheeran,1/1/2020,GBAHS2100318,159,120.8,"1,754,311,538","271,758","62,218,811",74.0,958790883.0,7686994.0,1036355.0,225139300.0,2658904267.0
KICK BACK,Kenshi Yonezu,1,2022,10,12,574,4,210038833,38,101,102,Major,58,29,94,0,0,9,11,KICK BACK,KICK BACK,Kenshi Yonezu,10/12/2022,JPU902203702,"1,469",38.2,"360,816,226","61,627","7,633,366",70.0,171459970.0,1769697.0,242682.0,120113199.0,1353881739.0
Evergreen (You Didnï¿½ï¿½ï¿½t Deserve Me A,Omar Apollo,1,2022,4,8,2499,0,227918678,70,0,82,Major,70,31,34,60,1,11,4,Evergreen (You Didnï¿½ï¿½ï¿½t Deserve Me A,Ivory,Omar Apollo,4/8/2022,USWB12200423,"2,986",25.5,"331,332,225","63,568","40,680,913",71.0,48857418.0,519822.0,231208.0,151059649.0,1181420700.0
Good Days,SZA,1,2020,12,24,10426,2,826623384,133,109,121,Minor,46,53,78,23,0,72,6,Good Days,Good Days,SZA,12/25/2020,USRC12004189,806,54.0,"1,105,805,922","164,541","62,561,721",77.0,295872840.0,2947859.0,534634.0,157378144.0,920329965.0
Levitating (feat. DaBaby),"Dua Lipa, DaBaby",2,2020,3,27,15894,8,1802514301,198,13,103,Minor,70,92,83,1,0,7,6,Levitating (feat. DaBaby),Future Nostalgia,Dua Lipa,3/27/2020,GBAHT2000942,184,111.3,"2,074,721,986","255,296","109,442,317",77.0,1665434424.0,15432964.0,858364.0,324510578.0,2649555956.0
Woman,Doja Cat,1,2021,6,25,9424,0,1329090101,202,50,108,Minor,82,88,76,9,0,12,9,Woman,Planet Her,Doja Cat,6/25/2021,USRC12101532,211,105.2,"1,606,950,381","217,443","95,985,096",78.0,641326002.0,7454749.0,2148350.0,795146493.0,5944657895.0
Shut up My Moms Calling - (Sped Up),Hotel Ugly,1,2022,9,14,713,7,181831132,2,4,85,Minor,65,36,47,31,0,12,10,Shut up My Moms Calling - (Sped Up),Shut up My Moms Calling (Sped up),Hotel Ugly,9/14/2022,SE6XY2215995,"3,746",22.1,"428,290,193","54,042","7,715,768",75.0,443194213.28134555,4046645.142419602,961638.3856,192319298.00158226,1959827354.2515824
Ferrari,"James Hype, Miggy Dela Rosa",2,2022,3,14,7758,28,462791599,173,79,125,Minor,84,70,69,1,0,5,5,Ferrari,Ferrari,James Hype,3/15/2022,GB3CE2200004,366,80.1,"626,010,147","185,422","78,359,363",74.0,202193289.0,1277287.0,88909.0,20233025.0,368044894.0
"You're On Your Own, Kid",Taylor Swift,1,2022,10,21,2537,2,348647203,8,18,120,Major,69,40,39,41,0,13,6,"You're On Your Own, Kid",Midnights,Taylor Swift,10/21/2022,USUG12205711,"3,585",22.7,"587,555,589","34,908","21,579,957",72.0,43130763.0,357803.0,77652.0,54962930.0,342958656.0
"Kesariya (From ""Brahmastra"")","Pritam, Arijit Singh, Amitabh Bhattacharya",3,2022,7,17,292,6,366599607,26,98,94,Major,58,44,57,57,0,10,3,"Kesariya (From ""Brahmastra"")","Kesariya (From ""Brahmastra"") - Single",Pritam,7/17/2022,INS172203702,"1,084",46.0,"516,740,949","30,584","13,659,510",67.0,548697509.0,6082861.0,961638.3856,192319298.00158226,1959827354.2515824
Payphone,"Maroon 5, Wiz Khalifa",2,2012,1,1,14143,4,1479264469,56,38,110,Major,74,51,74,2,0,29,4,Payphone,Overexposed Track By Track,Maroon 5,1/1/2012,USUM71203347,"1,153",44.2,"1,828,026,153","249,663","71,678,167",78.0,1051247406.0,7080472.0,93015.0,49072987.0,397860038.0
All I Want for Christmas Is You,Mariah Carey,1,1994,10,28,25653,0,1449779435,387,132,150,Major,34,33,63,16,0,7,4,All I Want for Christmas Is You,Merry Christmas,Mariah Carey,1/1/1994,USSM19400325,"2,097",31.5,"1,810,649,765","109,411","45,003,974",60.0,824500156.0,7455155.0,18894720.0,1432227925.0,15963128797.0
Jingle Bell Rock,Bobby Helms,1,1957,1,1,10326,0,741301563,165,99,119,Major,74,78,37,84,0,6,3,Jingle Bell Rock,"Essential Classics, Vol. 141: Bobby Helms",Bobby Helms,11/3/2023,ES31E2304202,"3,478",23.1,"964,357,785",2,"21,523",70.27465857359635,443194213.28134555,4046645.142419602,961638.3856,192319298.00158226,1959827354.2515824
Snowman,Sia,1,2017,1,1,5140,0,690104769,85,110,105,Major,72,33,51,48,0,9,3,Snowman,Snowman,Sia,11/9/2017,USAT21704212,"2,561",28.0,"947,770,190","123,852","25,500,657",69.0,417814325.0,6867798.0,1972101.0,644731553.0,5479108705.0
Open Arms (feat. Travis Scott),"SZA, Travis Scott",2,2022,12,8,1420,4,155653938,13,87,78,Major,67,22,59,76,1,15,16,Open Arms (feat. Travis Scott),SOS,SZA,12/8/2022,USRC12204602,"1,114",45.1,"418,181,065","67,858","17,377,077",76.0,87097570.0,675742.0,79800.0,21397764.0,155757311.0
Antidepresan,"Mabel Matiz, Mert Demir",2,2022,11,4,313,2,136689549,10,6,100,Minor,70,92,59,3,0,10,3,Antidepresan,Antidepresan,Mert Demir,11/4/2022,USA2P2247676,"2,605",27.7,"172,362,945","25,648","5,961,079",62.0,164304790.0,644688.0,293300.0,15092029.0,428987615.0
I Hate U,SZA,1,2021,12,3,4094,0,356709897,66,96,107,Minor,54,41,39,51,0,11,16,I Hate U,I Hate U - Single,SZA,12/3/2021,USRC12103605,956,49.2,"456,871,037","71,261","34,724,014",66.0,142820854.0,1393679.0,877769.0,211488170.0,1676387442.0
Raindrops (Insane) [with Travis Scott],"Travis Scott, Metro Boomin",2,2022,12,2,880,0,110649992,3,7,112,Major,80,15,54,9,0,38,5,Raindrops (Insane) [with Travis Scott],HEROES & VILLAINS,Metro Boomin,12/2/2022,USUG12208785,"3,124",24.7,"197,477,305","62,497","7,890,327",68.0,187253.0,3826.0,3573.0,1384419.0,19317127.0
Snow On The Beach (feat. Lana Del Rey),"Taylor Swift, Lana Del Rey",2,2022,10,21,2415,0,323437194,33,57,110,Major,66,19,32,69,0,12,4,Snow On The Beach (feat. Lana Del Rey),Midnights,Taylor Swift,10/21/2022,USUG12205737,"3,139",24.6,"429,910,250","32,432","18,417,473",64.0,60531630.0,1025941.0,400127.0,49555205.0,380293826.0
Tubarï¿½ï¿½o Te,"Dj LK da Escï¿½ï¿½cia, Tchakabum, mc jhenny, M",4,2022,9,28,1003,0,116144341,21,0,130,Minor,89,48,74,30,0,7,36,Tubarï¿½ï¿½o Te,Tubarï¿½ï¿½o Te,Dj LK da Escï¿½ï¿,9/28/2022,BC91N2200001,"1,013",47.7,"150,177,750","30,142","13,282,269",59.0,153683754.0,1673637.0,2700000.0,1300234701.0,15253039012.0
Bejeweled,Taylor Swift,1,2022,10,21,2699,0,328207708,39,35,164,Major,70,39,56,6,0,9,7,Bejeweled,Midnights,Taylor Swift,10/21/2022,USUG12205715,"2,577",27.8,"536,110,386","32,472","22,834,672",71.0,19011964.0,168023.0,791802.0,171672855.0,1573795763.0
Tarot,"Bad Bunny, Jhay Cortez",2,2022,5,6,2482,20,608228647,27,77,114,Minor,80,42,68,2,0,66,4,Tarot,Un Verano Sin Ti,Bad Bunny,5/6/2022,QM6MZ2214881,796,54.3,"742,515,730","93,128","28,604,664",73.0,275203830.0,1499544.0,940020.0,241093278.0,2486183983.0
Desesperados,"Chencho Corleone, Rauw Alejandro",2,2021,6,25,6821,34,809306935,83,58,90,Minor,87,51,69,36,0,9,8,Desesperados,VICE VERSA,Rauw Alejandro,12/10/2021,USSD12100779,397,76.6,"1,021,480,638","119,558","50,631,491",78.0,722946861.0,3591807.0,793105.0,186008455.0,2153526389.0
Party,"Bad Bunny, Rauw Alejandro",2,2022,5,6,3185,4,614555082,38,64,97,Major,83,47,80,2,0,24,9,Party,Un Verano Sin Ti,Bad Bunny,5/6/2022,QM6MZ2214885,789,54.7,"725,076,772","83,311","29,009,374",72.0,296661885.0,2150658.0,705800.0,287983296.0,3014389754.0
GATï¿½ï¿½,"Maldy, Karol G",2,2022,8,25,3328,13,322336177,39,50,93,Minor,63,34,86,26,0,21,39,GATï¿½ï¿½,GATï¿½ï¿½,KAROL G,8/26/2022,USUM72216070,623,61.0,"427,247,328","42,444","22,820,163",66.0,547409394.0,3332851.0,333197.0,26378245.0,275273861.0
Sacrifice,The Weeknd,1,2022,1,7,4440,0,326792833,81,77,122,Major,70,91,79,3,0,7,10,Sacrifice,The Highlights (Deluxe),The Weeknd,2/5/2021,USUG12106685,"3,240",24.2,"387,273,112","61,978","16,015,269",65.0,103938760.0,1316097.0,21110.0,10221959.0,179105827.0
Is There Someone Else?,The Weeknd,1,2022,1,7,2881,6,391251368,13,89,135,Minor,70,60,58,4,0,16,3,Is There Someone Else?,The Highlights (Deluxe),The Weeknd,2/5/2021,USUG12106692,"2,485",28.6,"669,099,980","87,216","26,997,782",76.0,213028772.0,2081644.0,771.0,6034599.0,101980300.0
Fingers Crossed,"Lauren Spencer Smith, Lauren Spencer Smith, Lauren Spencer Smith",3,2022,1,5,2235,0,349585590,65,7,109,Major,60,45,47,62,0,31,5,Fingers Crossed,Fingers Crossed,Lauren Spencer Smith,1/5/2022,TCAFY2118876,"1,783",34.5,"437,029,775","71,202","18,194,896",67.0,60320365.0,602827.0,52700.0,31427513.0,261236772.0
Out of Time,The Weeknd,1,2022,1,7,3711,0,339659802,49,88,93,Minor,65,82,74,27,0,32,5,Out of Time,The Highlights (Deluxe),The Weeknd,2/5/2021,USUG12106689,"2,507",28.3,"451,878,749","78,793","18,239,674",70.0,221123432.0,2660730.0,23842.0,20880385.0,233301151.0
Do It To It,"Cherish, ACRAZE",2,2021,8,20,12403,0,674772936,183,63,125,Minor,85,64,81,2,5,7,9,Do It To It,Do It To It,ACRAZE,8/20/2021,QZFPL2100100,324,85.2,"805,019,111","238,887","94,531,613",73.0,117678524.0,1540284.0,2600179.0,673283810.0,10369065597.0
We Don't Talk About Bruno,"Adassa, Mauro Castillo, Stephanie Beatriz, Encanto - Cast, Rhenzy Feliz, Diane Guerrero, Carolina Gaitan",7,2021,11,19,2785,0,432719968,95,89,206,Minor,58,83,45,36,0,11,8,We Don't Talk About Bruno,Encanto (Original Motion Picture Soundtrack),Carolina Gaitï¿½ï¿½n - La G,11/19/2021,USWD12112915,493,69.4,"502,781,351","57,858","20,151,204",68.0,749366767.0,5566798.0,601478.0,415546697.0,3341780836.0
Pepas,Farruko,1,2021,6,24,14114,17,1309887447,252,109,130,Major,76,44,77,1,0,13,3,Pepas,Pepas,Farruko,6/24/2021,USSD12100307,82,167.3,"1,500,499,584","359,502","125,112,486",74.0,1431591689.0,11553088.0,2866181.0,290811371.0,4067248819.0
Infinity,Jaymes Young,1,2017,6,23,4375,0,888046992,24,0,122,Minor,67,50,67,15,0,30,4,Infinity,Feel Something,Jaymes Young,6/23/2017,USAT21700859,"1,138",44.6,"1,059,940,209","169,454","48,961,048",74.0,569314714.0,6558074.0,5441674.0,1889279204.0,22241102823.0
good 4 u,Olivia Rodrigo,1,2021,5,14,15563,6,1887039593,259,55,166,Minor,56,68,66,28,0,11,18,good 4 u,good 4 u,Olivia Rodrigo,5/14/2021,USUG12101245,163,117.8,"2,167,768,056","309,421","72,787,213",79.0,773591065.0,11098007.0,1893481.0,1080682523.0,8186754429.0
Kiss Me More (feat. SZA),"SZA, Doja Cat",2,2021,4,9,15867,0,1575467011,382,65,111,Major,77,74,66,30,0,13,3,Kiss Me More (feat. SZA),Kiss Me More (feat. SZA),Doja Cat,4/9/2021,USRC12100543,222,103.4,"1,823,871,908","262,313","116,916,147",76.0,307855103.0,2540592.0,2074944.0,1053759171.0,8035914098.0
Need To Know,Doja Cat,1,2021,6,11,6672,0,1042568408,125,36,130,Major,66,19,61,30,0,9,7,Need To Know,Need To Know,Doja Cat,6/11/2021,USRC12101120,344,82.5,"1,178,076,856","164,743","42,269,625",71.0,507790705.0,6169368.0,734932.0,365523934.0,2422643413.0
MONTERO (Call Me By Your Name),Lil Nas X,1,2020,9,18,12329,0,1735441776,275,19,179,Minor,61,76,51,30,0,38,15,MONTERO (Call Me By Your Name),MONTERO (Call Me By Your Name),Lil Nas X,3/26/2021,USSM12100531,238,100.8,"1,902,241,314","316,054","50,751,390",70.0,274582854.0,3603644.0,2297386.0,864049980.0,7655286423.0
love nwantiti (ah ah ah),Ckay,1,2019,7,26,5669,2,726837877,74,0,93,Minor,74,53,73,61,0,13,4,love nwantiti (ah ah ah),CKay The First,CKay,8/30/2019,QMEU31910213,256,96.9,"853,451,422","172,458","43,607,688",71.0,1132006963.0,25943716.0,12330900.0,1768913633.0,23933379729.0
Surface Pressure,Jessica Darrow,1,2021,11,19,1756,0,267758538,38,48,180,Major,65,37,58,2,0,4,31,Surface Pressure,Encanto (Original Motion Picture Soundtrack),Jessica Darrow,11/19/2021,USWD12112914,"1,204",43.2,"318,018,082","41,062","14,552,186",65.0,580242930.0,3471774.0,103897.0,128850291.0,1100134488.0
THATS WHAT I WANT,Lil Nas X,1,2021,9,17,7963,0,920797189,173,7,88,Minor,74,55,85,1,0,5,22,THATS WHAT I WANT,MONTERO,Lil Nas X,9/17/2021,USSM12105732,248,98.0,"1,062,095,453","165,197","75,503,476",72.0,194928107.0,3281325.0,1174669.0,331324816.0,3501946982.0
One Right Now (with The Weeknd),"The Weeknd, Post Malone",2,2021,11,5,4771,0,539595276,68,18,97,Major,68,72,78,4,0,7,5,One Right Now (with The Weeknd),One Right Now,Post Malone,11/5/2021,USUM72120404,963,49.2,"631,789,333","99,512","27,179,361",65.0,182180447.0,1908939.0,30141.0,12902227.0,181078488.0
Mon Amour - Remix,"Aitana, zzoilo",2,2020,9,21,3221,2,578207856,67,13,116,Major,75,36,76,12,0,10,10,Mon Amour - Remix,Mon Amour (Remix),zzoilo,8/18/2021,ES5702101693,"1,381",39.8,"689,939,531","101,479","31,506,074",72.0,83908765.0,706081.0,1267200.0,172282438.0,1903513450.0
Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),"Julieta Venegas, Bad Bunny, Tainy",3,2021,10,5,3423,26,775542072,61,65,170,Minor,64,14,70,9,0,9,8,Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),Tainy,10/5/2021,USA2P2135437,"1,104",45.4,"912,709,169","94,302","33,979,642",67.0,410395727.0,3097097.0,75146.0,30651870.0,303742856.0
MONEY,Lisa,1,2021,9,10,2566,13,863625566,44,109,140,Minor,83,40,55,16,0,14,23,MONEY,LALISA,LISA,9/10/2021,KRA402100099,210,105.5,"1,189,335,848","103,236","33,637,835",73.0,1323718887.0,20328622.0,3707867.0,1292738947.0,12516703531.0
The Motto,"Tiï¿½ï¿½sto, Ava",2,2021,11,4,9151,6,656013912,240,107,118,Minor,75,46,76,3,0,9,4,The Motto,The Motto,Tiï¿½ï¿,11/4/2021,CYA112001070,540,66.2,"818,199,643","147,373","98,477,761",70.0,300558745.0,1923570.0,121422.0,28637203.0,591641859.0
Happier Than Ever,Billie Eilish,1,2021,7,30,8476,0,1056760045,138,133,65,Major,31,31,24,76,0,14,4,Happier Than Ever,Happier Than Ever,Billie Eilish,7/30/2021,USUM72105936,372,79.9,"1,321,878,145","189,487","51,228,803",78.0,530778926.0,8470860.0,570442.0,358879639.0,2295813182.0
Moth To A Flame (with The Weeknd),"The Weeknd, Swedish House Mafia",2,2021,10,22,7495,17,611994237,114,172,120,Minor,56,16,67,0,0,11,4,Moth To A Flame (with The Weeknd),The Highlights (Deluxe),Swedish House Mafia,2/5/2021,USUG12105524,"1,056",46.8,"861,100,951","153,435","41,139,591",74.0,95899960.0,848696.0,35151.0,18345722.0,184453448.0
traitor,"Juan Cruz Toledo, Huilen Toledo",2,2021,5,21,5257,6,1230855859,85,43,176,Major,29,12,33,68,0,12,5,traitor,SOUR,Olivia Rodrigo,5/21/2021,USUG12101243,550,65.5,"1,564,979,439","150,597","73,290,053",80.0,500794182.0,7451635.0,453412.0,392179677.0,2639611818.0
Toxic,BoyWithUke,1,2021,9,10,1795,0,582981380,34,23,180,Minor,59,69,61,84,0,46,36,Toxic,Faded,BoyWithUke,9/10/2021,TCAFS2101442,662,59.1,"690,010,618","145,080","16,730,668",69.0,366093721.0,7390377.0,643140.0,290455168.0,2787939961.0
drivers license,Olivia Rodrigo,1,2021,1,8,12685,3,1858144199,185,61,144,Major,59,21,43,76,0,10,7,drivers license,drivers license,Olivia Rodrigo,1/8/2021,USUG12004749,226,102.9,"2,184,754,018","250,778","70,173,770",79.0,984811734.0,18682671.0,1365848.0,617386471.0,3781894216.0
Malvadï¿½ï¿,"Xamï¿½ï¿½, Gustah, Neo B",3,2021,11,30,648,1,240684449,14,3,133,Minor,82,52,61,38,0,14,27,Malvadï¿½ï¿,Malvadï¿½ï¿,Xamï¿,11/30/2021,QZNJZ2122225,"1,527",37.6,"270,364,614","37,002","6,997,751",56.0,392442440.0,3560319.0,1506394.0,207424238.0,2428164682.0
All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),Taylor Swift,1,2021,11,12,4635,5,583687007,50,49,93,Major,63,21,52,28,0,9,3,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),Red (Taylor's Version),Taylor Swift,11/12/2021,USUG12103690,"1,912",33.1,"842,558,786","55,074","40,675,939",74.0,290178261.0,6813320.0,169911.0,110877621.0,743331968.0
Oh My God,Adele,1,2021,11,19,4431,0,466214729,105,7,88,Major,53,55,73,9,0,3,5,Oh My God,30,Adele,11/19/2021,USSM12105973,"1,327",40.8,"562,200,390","66,469","27,321,505",68.0,175552661.0,2085739.0,53453.0,28692207.0,324045421.0
Entre Nosotros (Remix) [con Nicki Nicole],"Lit Killah, Maria Becerra, Tiago pzk, NICKI NICOLE",4,2022,1,5,759,3,236940480,32,0,170,Minor,70,61,44,40,0,37,4,Entre Nosotros (Remix) [con Nicki Nicole],Entre Nosotros (Remix) [con Nicki Nicole],Tiago PZK,1/5/2022,AR3N42100008,"1,866",33.6,"297,383,787","36,673","9,448,129",65.0,467320988.0,3360533.0,961638.3856,192319298.00158226,1959827354.2515824
I AM WOMAN,Emmy Meli,1,2021,11,18,2795,0,225259194,45,0,170,Major,65,46,47,12,0,13,16,I AM WOMAN,I AM WOMAN,Emmy Meli,11/19/2021,USAR12100239,"2,993",25.5,"257,984,057","57,742","17,194,990",62.0,23407759.0,341367.0,952346.0,229098695.0,2037905390.0
Medallo,"Justin Quiles, Lenny Tavï¿½ï¿½rez, BL",3,2021,10,27,2780,2,393230256,54,21,90,Minor,79,79,70,57,0,66,8,Medallo,Hecho En Medellï¿½,Blessd,10/27/2021,COA6W2102282,"1,224",42.8,"452,087,681","66,494","24,042,564",65.0,509694751.0,2049523.0,244300.0,59474554.0,754567803.0
It'll Be Okay,Shawn Mendes,1,2021,12,1,1950,0,287201015,56,8,78,Major,40,7,29,62,0,9,3,It'll Be Okay,It'll Be Okay,Shawn Mendes,12/1/2021,USUM72122321,"2,925",25.8,"344,658,498","61,117","28,999,986",65.0,114495950.0,2357556.0,130670.0,165436212.0,1514925086.0
Softcore,The Neighbourhood,1,2018,3,9,3947,12,599770206,33,102,94,Major,57,36,58,5,0,15,3,Softcore,The Neighbourhood,The Neighbourhood,3/9/2018,USSM11800523,"3,234",24.2,"915,401,494","155,329","39,721,831",80.0,223385717.0,2683841.0,188807.0,155773701.0,1120661792.0
Super Gremlin,Kodak Black,1,2021,10,30,2551,0,342779426,52,15,73,Major,83,11,41,0,0,36,14,Super Gremlin,Sniper Gang Presents Syko Bob & Snapkatt: Nightmare Babies,Kodak Black,10/30/2021,USAT22107295,672,58.8,"416,955,991","123,862","25,561,593",63.0,174009595.0,1640732.0,255281.0,140081850.0,1163709610.0
Volvï¿,"Aventura, Bad Bunny",2,2021,8,3,5375,10,673801126,138,24,176,Major,73,79,86,42,0,7,18,Volvï¿,La mï¿½ï¿½sica de @Gina Yei: #ConTodoElCorazï¿½ï¿½nYMï¿½ï¿½s (Banda Sono,Didi Romero,1/11/2023,QZTJ32100010,"1,192",43.4,"47,586",60,"2,805",70.27465857359635,543509003.0,3372617.0,961638.3856,192319298.00158226,1959827354.2515824
Todo De Ti,Rauw Alejandro,1,2020,11,2,11975,8,1168642797,188,75,128,Minor,81,57,63,40,1,10,4,Todo De Ti,Todo De Ti,Rauw Alejandro,5/20/2021,USSD12100202,249,98.0,"1,339,352,060","188,874","76,063,128",75.0,873449363.0,6108611.0,3247015.0,488004183.0,4445597088.0
Love Nwantiti - Remix,"Ckay, AX'EL, Dj Yo!",3,2019,8,30,2696,0,540539717,42,2,120,Major,58,44,60,44,9,5,6,Love Nwantiti - Remix,Love Nwantiti (Remix),Dj Yo!,8/30/2019,QZHN32199953,"1,613",36.5,"596,326,288","132,469","16,068,014",66.0,486500564.0,5645146.0,207.0,55744.0,928083.0
Smokin Out The Window,"Bruno Mars, Anderson .Paak, Silk Sonic",3,2021,11,5,4963,0,383550148,63,40,82,Major,63,85,62,6,0,35,4,Smokin Out The Window,Smokin Out The Window,Bruno Mars,11/5/2021,USAT22105952,"1,121",44.9,"463,977,298","100,305","15,798,103",66.0,219573887.0,2918828.0,946.0,4609516.0,26701713.0
Meet Me At Our Spot,"THE ANXIETY, Willow, Tyler Cole",3,2020,3,13,6734,0,530511203,47,14,95,Major,77,40,47,2,0,9,3,Meet Me At Our Spot,THE ANXIETY,THE ANXIETY,3/13/2020,QMJMT2002693,"2,923",25.8,"609,716,786","136,864","31,328,182",69.0,280056.0,4102.0,182019.0,153184031.0,1195714328.0
Tacones Rojos,Sebastian Yatra,1,2021,10,22,3047,9,510876816,77,31,123,Minor,75,93,86,8,0,14,3,Tacones Rojos,Tacones Rojos,Sebastian Yatra,10/22/2021,USUM72119612,940,49.6,"641,756,842","80,542","23,090,494",68.0,558812868.0,2887216.0,328394.0,77295943.0,855230861.0
