track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,bpm,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views
Mirror,Kendrick Lamar,1,2022,5,13,1929,0,53603447,2,0,92,Minor,66,29,65,23,0,8,7,Mirror,Tha Carter IV (Japan Version),Lil Wayne,1/1/2011,USCM51100327,"4,433",19.8,"531,877,344","113,502","16,875,314",69.0,887185779.0,5742922.0,240175.0,59853712.0,478863160.0
Beautiful Girl,Luciano,1,2022,4,22,710,4,160035717,16,11,140,Minor,84,61,42,31,0,9,9,Beautiful Girl,Beautiful Girl,Luciano,4/28/2022,DECE72201083,"3,255",24.1,"191,569,959","73,054","4,131,980",57.0,55509965.0,448500.0,690.0,12323369.0,129718183.0
"Paulo Londra: Bzrp Music Sessions, Vol. 23","Bizarrap, Paulo Londra",2,2022,4,25,928,0,164163229,19,0,96,Major,61,32,90,25,0,10,9,"Paulo Londra: Bzrp Music Sessions, Vol. 23","Paulo Londra: Bzrp Music Sessions, Vol. 23",Bizarrap,4/25/2022,UYB282201026,"4,287",20.3,"185,316,307","37,273","6,180,389",59.0,168590700.0,5156460.0,961638.3856,192319298.00158226,1959827354.2515824
Pasoori,"Shae Gill, Ali Sethi",2,2022,2,6,349,6,284249832,10,22,92,Minor,71,67,60,7,0,6,4,Pasoori,Pasoori,Shae Gill,2/6/2022,FR10S2289473,750,56.1,"346,971,014","37,940","6,753,521",65.0,928440031.0,9495255.0,627.0,225218.0,2638039.0
TUS Lï¿½ï¿½GR,"Sech, Mora",2,2022,4,1,1308,2,184622518,23,16,174,Major,68,45,71,18,0,11,25,TUS Lï¿½ï¿½GR,Microdosis,Mora,4/1/2022,QM4TX2252947,"1,862",33.7,"231,258,162","42,133","12,601,998",64.0,143774447.0,773465.0,1754800.0,79825538.0,760223916.0
ZOOM,Jessi,1,2022,4,13,608,0,136996305,5,29,100,Major,87,46,60,1,0,13,16,ZOOM,ZOOM,Jessi,4/13/2022,KRA382204517,850,52.6,"166,161,044","22,288","7,774,873",61.0,303569838.0,5827005.0,3903605.0,865870535.0,9393168416.0
FEARLESS,LE SSERAFIM,1,2022,5,2,629,0,229497852,18,75,104,Major,86,43,62,5,0,13,14,FEARLESS,FEARLESS,LE SSERAFIM,5/2/2022,USA2P2219222,"2,328",29.6,"312,942,305","20,231","4,756,698",62.0,386459691.0,4716534.0,107047.0,152757714.0,1245609565.0
10 Things I Hate About You,Leah Kate,1,2022,3,23,1301,0,185550869,23,1,154,Major,54,45,79,1,0,17,5,10 Things I Hate About You,10 Things I Hate About You,Leah Kate,3/23/2022,QZES62254244,"2,496",28.4,"238,502,829","38,595","7,419,495",4.0,26154092.0,390129.0,1569194.0,185586256.0,2205444414.0
The Heart Part 5,Kendrick Lamar,1,2022,5,8,2939,0,71423324,29,0,98,Minor,76,79,81,18,0,6,34,The Heart Part 5,The Heart Part 5,Kendrick Lamar,5/8/2022,USUM72208318,"4,470",19.7,"89,806,639","41,371","4,068,649",59.0,55825164.0,2131185.0,12094.0,5344281.0,49727704.0
Yet To Come,BTS,1,2022,6,10,829,0,302006641,32,110,172,Major,56,68,89,4,0,33,19,Yet To Come,Proof,BTS,6/10/2022,USA2P2226300,"2,656",27.3,"344,744,597","16,095","22,964,291",64.0,264915434.0,15060408.0,359475.0,122010208.0,973086190.0
Run BTS,BTS,1,2022,6,10,736,0,330881149,5,132,77,Major,72,70,82,2,0,4,17,Run BTS,Proof,BTS,6/10/2022,USA2P2226298,"4,132",20.9,"439,395,056","23,010","21,676,194",71.0,443194213.28134555,4046645.142419602,1159736.0,489821873.0,2849048545.0
Music For a Sushi Restaurant,Harry Styles,1,2022,5,20,4449,1,334733572,80,11,107,Major,72,36,72,26,6,11,4,Music For a Sushi Restaurant,Harry's House,Harry Styles,5/20/2022,USSM12200609,"1,649",36.0,"408,265,830","54,371","24,669,724",67.0,72040046.0,1550840.0,516892.0,526043799.0,5701956773.0
Matilda,Harry Styles,1,2022,5,20,3218,3,366214458,29,10,114,Major,51,39,29,90,0,10,4,Matilda,Harry's House,Harry Styles,5/20/2022,USSM12200615,"3,003",25.4,"502,585,349","64,618","37,636,137",72.0,50100652.0,768251.0,98069.0,68560234.0,395014106.0
Vegas (From the Original Motion Picture Soundtrack ELVIS),Doja Cat,1,2022,5,6,4576,0,448500832,79,13,160,Minor,80,74,60,8,0,14,26,Vegas (From the Original Motion Picture Soundtrack ELVIS),Vegas (From the Original Motion Picture Soundtrack ELVIS),Doja Cat,5/6/2022,USRC12201441,509,68.2,"553,783,547","83,450","40,562,156",68.0,238368386.0,2671201.0,481825.0,313806405.0,2994040421.0
Cash In Cash Out,"Pharrell Williams, Tyler, The Creator, 21 Savage",4,2022,6,10,2313,0,136676504,34,0,120,Major,88,15,56,1,0,8,6,Cash In Cash Out,Cash In Cash Out,Pharrell Williams,6/10/2022,USSM12202926,"3,121",24.7,"172,589,732","67,514","15,846,637",61.0,21990862.0,343936.0,128416.0,42492440.0,338747583.0
Potion (with Dua Lipa & Young Thug),"Calvin Harris, Dua Lipa, Young Thug",3,2022,5,27,3983,0,190625045,73,45,100,Minor,82,76,70,16,0,8,5,Potion (with Dua Lipa & Young Thug),Potion (with Dua Lipa & Young Thug),Calvin Harris,5/27/2022,GBARL2201128,"3,657",22.4,"221,965,013","38,872","27,661,038",60.0,51083768.0,550181.0,569.0,256156.0,4096148.0
La Llevo Al Cielo (Ft. ï¿½ï¿½engo F,"Nengo Flow, Anuel Aa, Chris Jedi, Chencho Corleone",4,2022,5,20,3559,3,333146475,36,1,170,Minor,80,77,85,11,0,17,14,La Llevo Al Cielo (Ft. ï¿½ï¿½engo F,La Llevo Al Cielo (Ft. ï¿½ï¿½engo F,Chris Jedi,5/20/2022,USUM72201829,"3,471",23.2,"411,006,233","63,319","20,006,639",67.0,6186421.0,60126.0,961638.3856,192319298.00158226,1959827354.2515824
True Love,"Kanye West, XXXTENTACION",2,2022,5,27,2129,0,194902696,23,1,84,Minor,71,39,86,2,0,51,25,True Love,True Love,Kanye West,5/27/2022,USQX92202485,"2,884",26.0,"269,363,579","84,173","16,979,097",70.0,3464827.0,61192.0,162.0,39781.0,139748.0
Satellite,Harry Styles,1,2022,5,20,3291,5,311482393,43,28,139,Major,58,30,46,14,0,9,3,Satellite,Harry's House,Harry Styles,5/20/2022,USSM12200619,"2,373",29.3,"455,718,141","51,605","21,294,785",70.0,75741997.0,1437701.0,159300.0,64041346.0,440110491.0
"Villano Antillano: Bzrp Music Sessions, Vol. 51","Bizarrap, Villano Antillano",2,2022,6,8,1401,0,248511839,26,16,128,Minor,82,42,75,6,0,63,6,"Villano Antillano: Bzrp Music Sessions, Vol. 51","Villano Antillano: Bzrp Music Sessions, Vol. 51 - Single",Bizarrap,6/8/2022,UYB282201027,"1,633",36.2,"305,438,624","54,393","11,174,340",65.0,320765258.0,3672582.0,961638.3856,192319298.00158226,1959827354.2515824
Belly Dancer,"BYOR, Imanbek",2,2022,2,18,5115,13,383835984,109,38,122,Major,85,42,80,6,0,17,14,Belly Dancer,Belly Dancer,Imanbek,2/18/2022,NLZ542200165,"1,047",46.9,"547,114,702","110,008","103,107,258",75.0,152539885.0,1025216.0,81866.0,45025550.0,367187204.0
Die Young (feat. 347aidan),"Sleepy hallow, 347aidan",2,2022,5,25,896,0,160845341,19,0,77,Major,81,68,58,83,0,11,34,Die Young (feat. 347aidan),Die Young (feat. 347aidan),Sleepy Hallow,5/25/2022,USRC12201686,"1,464",38.3,"245,406,516","75,951","9,524,862",60.0,53569545.0,636003.0,40000.0,11956224.0,85005540.0
Hold My Hand,Lady Gaga,1,2022,5,3,2528,0,238350348,63,8,148,Major,51,21,63,5,0,41,3,Hold My Hand,"Hold My Hand (Music From The Motion Picture ""Top Gun: Maverick"")",Lady Gaga,5/3/2022,USUM72206231,759,55.7,"315,680,664","50,632","13,985,305",69.0,317472115.0,2373170.0,129481.0,23093203.0,424398738.0
Crazy What Love Can Do,"David Guetta, Ella Henderson, Becky Hill",3,2022,3,18,5290,0,286739476,139,73,123,Minor,60,46,71,3,0,16,4,Crazy What Love Can Do,Only Honest On The Weekend (Deluxe),David Guetta,3/18/2022,UKWLG2200001,"1,825",34.0,"371,288,040","69,527","53,951,706",69.0,42623147.0,297084.0,5644.0,1282246.0,19793657.0
SLOW DANCING IN THE DARK,Joji,1,2018,9,12,10211,0,1122364376,38,79,89,Major,52,28,48,54,1,19,3,SLOW DANCING IN THE DARK,SLOW DANCING IN THE DARK,Joji,9/12/2018,ZZOPM1800452,"1,167",43.9,"1,291,244,134","241,882","48,328,259",29.0,576756813.0,6989481.0,976742.0,252216973.0,1853292133.0
295,Sidhu Moose Wala,1,2021,5,15,246,4,183273246,4,106,90,Minor,68,54,76,21,0,11,20,295,Moosetape,Sidhu Moose Wala,5/15/2021,INU252102408,"2,130",31.2,"267,897,492","21,677","5,861,599",68.0,677472355.0,11160045.0,135126.0,7799090.0,98802368.0
Tak Ingin Usai,Keisya Levronka,1,2022,5,13,220,4,184807630,16,5,130,Major,49,14,40,82,0,11,3,Tak Ingin Usai,Tak Ingin Usai,Keisya Levronka,5/13/2022,IDUM72200112,"4,281",20.4,"265,767,551","15,498","5,060,429",63.0,154689466.0,1539974.0,609748.0,273895600.0,3276084075.0
En El Radio Un Cochinero,Victor Cibrian,1,2022,5,13,514,0,164856284,5,36,154,Minor,70,97,62,47,0,10,4,En El Radio Un Cochinero,En El Radio Un Cochinero,Victor Cibrian,5/13/2022,USDXS2201437,"2,399",29.1,"215,837,483","26,581","6,387,381",61.0,306900769.0,1945111.0,227800.0,63866568.0,1027674393.0
BREAK MY SOUL,Beyoncï¿,1,2022,6,21,9724,0,354614964,222,61,115,Minor,70,87,88,4,0,26,8,BREAK MY SOUL,BREAK MY SOUL,Beyoncï¿,6/21/2022,USSM12206234,544,65.7,"443,564,590","80,121","43,604,917",64.0,122345818.0,1753026.0,247082.0,93051722.0,1231848412.0
ULTRA SOLO REMIX,"De La Ghetto, Feid, Polima WestCoast, Paloma Mami, Pailita",5,2022,6,16,2341,0,279717388,37,2,110,Major,91,59,82,8,0,6,8,ULTRA SOLO REMIX,ULTRA SOLO Remix,Polimï¿½ï¿½ Westc,6/16/2022,CLPP22200027,"1,641",36.1,"340,527,913","50,714","21,161,966",67.0,317404552.0,2187888.0,149.0,1809.0,24715.0
Massive,Drake,1,2022,6,17,5263,0,195628667,66,89,125,Minor,51,5,68,12,2,15,6,Massive,"Honestly, Nevermind",Drake,6/17/2022,USUG12204890,873,51.7,"253,114,498","111,173","20,965,015",65.0,42397563.0,402014.0,188128.0,77604432.0,887138394.0
Betty (Get Money),Yung Gravy,1,2022,6,10,2402,0,221752937,45,2,102,Major,73,62,75,0,0,34,8,Betty (Get Money),Betty (Get Money),Yung Gravy,6/10/2022,USUM72210379,"1,685",35.6,"262,402,978","61,547","12,763,919",59.0,68754110.0,1120053.0,444253.0,312314152.0,2904979024.0
Ojos Marrones,Lasso,1,2022,2,6,795,11,263280370,26,18,120,Minor,81,72,65,4,0,14,4,Ojos Marrones,Ojos Marrones,Lasso,6/3/2022,MXUM72200528,"2,690",27.2,"370,988,405","33,800","12,228,512",68.0,69184223.0,532555.0,856300.0,142179351.0,1614554007.0
POP!,Nayeon,1,2022,6,24,571,0,213505179,19,21,97,Major,80,36,86,4,0,3,5,POP!,IM NAYEON,NAYEON,6/24/2022,US5TA2200041,946,49.4,"296,828,933","25,748","12,535,016",69.0,407776018.0,8669558.0,1937239.0,548973446.0,5178604164.0
Sweet Child O' Mine,Guns N' Roses,1,1987,1,1,41231,1,1553497987,228,151,125,Major,45,67,90,9,11,10,5,Sweet Child O' Mine,Appetite For Destruction,Guns N' Roses,7/21/1987,USGF18714809,"3,931",21.5,"1,879,386,440","295,491","96,032,046",80.0,2007460784.0,11222080.0,623935.0,57957597.0,673282408.0
Last Last,Burna Boy,1,2022,5,12,4526,12,293466523,156,275,88,Minor,80,55,56,13,0,8,9,Last Last,Last Last,Burna Boy,5/12/2022,USAT22204901,346,82.4,"410,722,289","130,203","16,877,163",68.0,332556651.0,1906835.0,260214.0,93902403.0,1049244970.0
Sticky,Drake,1,2022,6,17,2814,0,191448892,38,105,137,Minor,88,8,49,9,0,9,14,Sticky,"Honestly, Nevermind",Drake,6/17/2022,USUG12204888,"1,492",37.9,"253,177,498","83,779","16,621,189",66.0,79370407.0,913062.0,141579.0,62240027.0,612598555.0
Ai Preto,"L7nnon, DJ Biel do Furduncinho, Bianca",3,2022,6,3,894,4,176103902,28,0,130,Major,95,83,57,54,0,10,25,Ai Preto,Ai Preto,L7NNON,6/3/2022,BR5TG2200019,"3,178",24.5,"219,756,697","31,819","12,504,632",60.0,247152121.0,1745948.0,508.0,6297.0,149298.0
Afraid To Feel,LF System,1,2022,5,2,5898,5,244790012,129,55,128,Major,58,68,91,2,0,27,11,Afraid To Feel,Afraid To Feel,LF SYSTEM,5/2/2022,GBAHT2200492,656,59.3,"355,203,657","146,218","60,783,514",74.0,46743730.0,381567.0,201874.0,142211766.0,1767047572.0
cï¿½ï¿½mo dormi,Rels B,1,2022,8,4,1452,35,331511413,16,15,126,Major,63,56,43,24,0,12,23,cï¿½ï¿½mo dormi,cï¿½ï¿½mo dormi,Rels B,8/4/2022,UYB282276000,"2,038",31.9,"516,560,181","60,949","15,706,900",74.0,110114094.0,814675.0,244400.0,53071916.0,544497354.0
Bad Decisions (with BTS & Snoop Dogg),"Snoop Dogg, BTS, Benny Blanco",3,2022,8,5,1456,0,219196651,53,2,120,Major,77,94,87,2,0,23,12,Bad Decisions (with BTS & Snoop Dogg),Bad Decisions (with BTS & Snoop Dogg),benny blanco,8/5/2022,USUM72210832,"3,449",23.3,"259,730,016","21,452","21,180,923",62.0,102357127.0,3788945.0,168727.0,98491449.0,597069529.0
STAYING ALIVE (feat. Drake & Lil Baby),"Drake, DJ Khaled, Lil Baby",3,2022,8,5,2107,0,170732845,51,1,130,Minor,72,18,46,7,0,28,8,STAYING ALIVE (feat. Drake & Lil Baby),STAYING ALIVE (feat. Drake & Lil Baby) - Single,DJ Khaled,8/5/2022,USSM12206682,"1,586",36.8,"204,471,704","72,788","16,063,916",55.0,53474695.0,805089.0,55353.0,13223561.0,154240769.0
Si Te La Encuentras Por Ahï¿,Feid,1,2022,8,5,1379,4,179061440,23,10,172,Minor,74,46,58,15,0,13,8,Si Te La Encuentras Por Ahï¿,Si Te La Encuentras Por Ahï¿,Feid,8/5/2022,USUM72214628,"3,254",24.1,"245,582,383","50,023","10,033,886",65.0,100812283.0,754232.0,28407.0,6489257.0,97281914.0
GIVENCHY,Duki,1,2022,7,20,625,4,185236961,13,18,103,Major,61,38,62,14,0,23,40,GIVENCHY,Temporada de Reggaetï¿½ï¿,Duki,7/20/2022,UYB282240021,"2,436",28.9,"240,519,561","48,629","9,332,907",62.0,203263077.0,2270776.0,46349.0,38804922.0,313936580.0
Mary On A Cross,Ghost,1,2019,9,13,2668,2,387080183,38,266,130,Major,47,56,90,0,0,10,4,Mary On A Cross,Seven Inches Of Satanic Panic,Ghost,9/13/2019,USC4R1902750,"2,594",27.7,"589,145,587","130,464","19,387,390",71.0,235289339.0,3294641.0,81149.0,90157158.0,569986027.0
Attention,NewJeans,1,2022,8,1,799,12,264717480,14,141,105,Minor,81,70,65,24,0,8,4,Attention,Attention,Charlie Puth,4/20/2017,USAT21700928,768,55.3,"1,800,254,516","162,682","40,159,047",75.0,1875529996.0,14529538.0,391214.0,96491219.0,759021013.0
THE SHADE,Rex Orange County,1,2022,3,11,1189,6,244928911,17,10,120,Major,90,73,51,39,0,9,6,THE SHADE,WHO CARES?,Rex Orange County,3/11/2022,USRC12102927,"3,263",24.1,"350,427,750","49,991","14,312,352",71.0,124215789.0,737982.0,204742.0,61504934.0,569263172.0
El Rescate,"Grupo Marca Registrada, Junior H",2,2022,7,22,527,4,287278853,10,43,99,Minor,79,64,59,28,0,11,14,El Rescate,El Rescate - Single,Grupo Marca Registrada,7/22/2022,USDXS2202347,"2,528",28.2,"391,773,238","34,952","16,586,286",69.0,133887895.0,711785.0,431726.0,98990436.0,1102477168.0
Heartless,Kanye West,1,2008,1,1,17504,34,887906111,63,39,88,Minor,79,66,65,5,0,25,14,Heartless,Heartless,The Weeknd,11/27/2019,USUG11904007,"1,486",38.0,"975,754,682","137,196","28,066,964",73.0,222977264.0,2542926.0,52181.0,30592047.0,210080661.0
Siempre Pendientes,"Peso Pluma, Luis R Conriquez",2,2022,8,15,685,5,295152154,15,79,136,Major,77,71,75,33,1,13,4,Siempre Pendientes,Siempre Pendientes,Peso Pluma,8/15/2022,QM6P42200426,"2,865",26.1,"395,739,041","34,865","14,461,323",69.0,115349777.0,497323.0,256000.0,27864309.0,347269682.0
JGL,"Luis R Conriquez, La Adictiva",2,2022,2,18,782,9,323455692,15,33,113,Major,70,97,59,55,0,27,12,JGL,JGL,La Adictiva,2/18/2022,MXA411400136,"3,241",24.2,"437,825,141","37,050","18,118,265",70.0,138771397.0,987474.0,250537.0,41061849.0,550954115.0
Pipoco,"Melody, Ana Castela, Dj Chris No Beat",3,2022,5,20,1112,4,191873381,22,2,135,Major,77,74,74,47,0,34,8,Pipoco,Pipoco,Ana Castela,5/20/2022,BXHZ02200008,"1,794",34.4,"238,890,270","27,066","8,621,319",60.0,384799195.0,2963384.0,465300.0,88637887.0,1298188205.0
Hold Me Closer,"Elton John, Britney Spears",2,2017,11,10,4967,0,284216603,165,10,126,Major,67,49,77,11,0,19,11,Hold Me Closer,Diamonds (Deluxe),Elton John,11/10/2017,GBUM72205030,"3,907",21.6,"400,479,389","61,255","53,203,700",68.0,63905136.0,626102.0,113328.0,41032520.0,552721460.0
Forget Me,Lewis Capaldi,1,2022,9,9,2520,4,239411309,93,95,102,Minor,67,72,74,30,0,36,4,Forget Me,Forget Me,Lewis Capaldi,9/9/2022,DEUM72204717,465,71.4,"343,556,188","53,783","14,916,823",69.0,78559130.0,611379.0,30806.0,18533179.0,268283723.0
After LIKE,IVE,1,2022,8,22,767,12,265548837,20,129,125,Major,68,80,92,10,0,9,12,After LIKE,After LIKE - Single,IVE,8/22/2022,QMBZ92254957,"2,169",30.8,"365,203,093","28,691","12,128,682",69.0,281724902.0,2937674.0,4455.0,4713841.0,49211096.0
Bound 2,Kanye West,1,2013,1,1,19806,7,703301727,33,11,149,Major,37,28,66,14,0,9,5,Bound 2,Yeezus,Kanye West,1/1/2013,USUM71307523,"4,239",20.5,"948,562,412","227,652","30,088,786",76.0,179763989.0,1952137.0,137434.0,79393828.0,509550794.0
B.O.T.A. (Baddest Of Them All) - Edit,"Interplanetary Criminal, Eliza Rose",2,2022,6,15,5153,6,244585109,102,53,137,Major,74,71,89,24,61,15,5,B.O.T.A. (Baddest Of Them All) - Edit,B.O.T.A. (Baddest Of Them All) / Move To The,Eliza Rose,6/15/2022,QZAKB2166405,"1,389",39.7,"325,902,688","119,047","39,606,593",70.0,1958012.0,26829.0,72700.0,15284294.0,127015419.0
BILLIE EILISH.,Armani White,1,2022,1,20,2537,0,277132266,49,1,100,Major,90,75,50,11,0,9,26,BILLIE EILISH.,BILLIE EILISH.,Armani White,5/19/2022,SGB502248062,350,82.0,"359,416,593","91,114","29,730,236",64.0,116400996.0,2127918.0,4530098.0,885538360.0,10488403602.0
Ferxxo 100,Feid,1,2022,6,3,1647,30,278920007,20,49,164,Minor,70,58,57,25,0,15,7,Ferxxo 100,Ferxxo 100,Feid,6/3/2022,USUM72209716,"1,392",39.7,"444,613,276","56,678","17,366,565",73.0,328723503.0,1532631.0,115997.0,13349051.0,179088549.0
KU LO SA - A COLORS SHOW,Oxlade,1,2022,6,10,2019,8,222410722,117,72,93,Minor,65,79,66,31,0,22,7,KU LO SA - A COLORS SHOW,KU LO SA - A COLORS SHOW,Oxlade,6/10/2022,QMEU32209358,"1,089",45.9,"331,419,634","92,569","17,049,738",68.0,90820063.0,924838.0,582831.0,42516541.0,534189550.0
Prohibidox,Feid,1,2022,9,13,1473,12,185392587,25,36,180,Minor,65,52,80,5,0,6,25,Prohibidox,FELIZ CUMPLEAï¿½ï¿½OS FERXXO TE PIRATEAMOS EL ï¿,Feid,9/14/2022,USUM72217627,"2,012",32.1,"289,624,210","36,819","10,542,649",70.0,201168669.0,890146.0,348887.0,29953518.0,298398790.0
Static,Steve Lacy,1,2022,7,15,1613,0,202452860,21,15,79,Major,34,22,31,43,63,10,7,Static,Gemini Rights,Steve Lacy,7/15/2022,USRC12202285,"1,786",34.4,"304,386,086","69,159","17,570,340",72.0,18632784.0,257442.0,326956.0,217253263.0,1303631045.0
The Scientist,Coldplay,1,2002,8,5,30992,6,1608164312,124,25,146,Major,56,21,44,73,0,11,2,The Scientist,The Scientist,Coldplay,8/5/2002,GBAYE0200772,"4,294",20.3,"1,903,413,912","239,330","115,908,926",79.0,1864046384.0,10131009.0,136190.0,51824460.0,481408577.0
Talk,YEAT,1,2022,9,2,920,0,148461629,10,1,140,Minor,70,26,76,8,0,54,23,Talk,Talk,Yeat,9/2/2022,USUM72216448,"1,229",42.7,"242,057,987","77,898","8,717,113",67.0,39581789.0,457747.0,46710.0,13919189.0,109453452.0
Selfish,PnB Rock,1,2016,6,23,2468,0,380319238,15,0,102,Minor,64,4,60,11,0,19,4,Selfish,Selfish,Justin Timberlake,1/25/2024,USRC12400001,181,111.8,"92,932,220","8,847","31,258,778",70.27465857359635,42581931.0,513055.0,961638.3856,192319298.00158226,1959827354.2515824
Sin Seï¿½ï,"Ovy On The Drums, Quevedo",2,2022,7,22,1097,2,209106362,18,10,118,Minor,82,75,85,33,1,11,4,Sin Seï¿½ï,Sin Seï¿½ï,Quevedo,7/22/2022,ZZOPM2235984,"3,559",22.8,"281,829,019","58,130","8,587,722",62.0,49681285.0,476250.0,961638.3856,192319298.00158226,1959827354.2515824
Poland,Lil Yachty,1,2022,6,23,1584,0,115331792,38,0,150,Minor,70,26,56,14,83,11,5,Poland,Poland - Single,Lil Yachty,10/4/2022,USUG12207318,"2,131",31.2,"142,817,891","52,177","9,387,393",58.0,9564773.0,374693.0,22311.0,9529259.0,134444259.0
THE LONELIEST,Mï¿½ï¿½ne,1,2022,10,7,1585,5,225093344,78,65,130,Major,52,24,60,0,0,8,3,THE LONELIEST,THE LONELIEST,Mï¿½ï¿½ne,10/7/2022,ITB002200745,865,52.2,"330,593,989","54,823","16,021,571",67.0,175561257.0,2216240.0,296115.0,22320319.0,270169817.0
BABY OTAKU,"Fran C, Polima WestCoast, Nickoog Clk, Pablito Pesadilla",4,2022,8,18,836,0,159240673,14,1,102,Major,84,43,75,5,0,6,8,BABY OTAKU,BABY OTAKU,Pablito Pesadilla,8/18/2022,QM6P42224728,"1,640",36.1,"187,646,063","31,155","5,507,531",58.0,45203843.0,375214.0,2400511.0,454397685.0,5157109090.0
Nxde,(G)I-DLE,1,2022,10,17,430,6,170709584,14,116,136,Minor,73,65,91,4,0,48,18,Nxde,I love,(G)I-DLE,10/17/2022,KRA392200038,"1,969",32.5,"242,708,368","24,028","7,729,486",66.0,306925934.0,3817854.0,1937.0,4217193.0,28580589.0
we fell in love in october,girl in red,1,2018,11,21,6858,0,723043854,31,21,130,Major,57,24,37,11,18,16,3,we fell in love in october,we fell in love in october / October Passed Me By,girl in red,1/1/2018,GBKPL1828677,"1,490",38.0,"1,034,272,727","201,381","54,919,566",77.0,235190444.0,4584548.0,2469242.0,313991722.0,2226783393.0
2 Be Loved (Am I Ready),Lizzo,1,2022,7,14,3682,6,247689123,41,0,156,Major,72,92,77,9,0,8,11,2 Be Loved (Am I Ready),Special,Lizzo,7/15/2022,USAT22203706,"1,525",37.6,"335,194,737","36,991","30,514,705",62.0,63109208.0,453293.0,116231.0,87255462.0,1189348894.0
Typa Girl,BLACKPINK,1,2022,9,16,452,10,235549288,2,129,132,Major,92,53,62,7,0,63,10,Typa Girl,BORN PINK,BLACKPINK,9/16/2022,KRA402200021,"2,697",27.1,"357,054,107","20,864","10,226,449",66.0,199710937.0,2549362.0,225000.0,94313386.0,790229870.0
California Breeze,Lil Baby,1,2022,10,14,991,0,85559365,36,38,162,Minor,74,22,67,0,0,11,46,California Breeze,It's Only Me,Lil Baby,10/14/2022,USUG12207230,"1,237",42.6,"116,994,951","45,626","8,408,366",61.0,152685892.0,733891.0,961638.3856,192319298.00158226,1959827354.2515824
Bamba (feat. Aitch & BIA),"Luciano, Aitch, Bï¿½",3,2022,9,22,869,7,146223492,14,12,138,Major,80,82,81,14,0,13,36,Bamba (feat. Aitch & BIA),Bamba (feat. Aitch & BIA),Luciano,9/22/2022,DECE72202389,"1,723",35.2,"201,638,049","82,200","8,134,899",62.0,79916576.0,787609.0,81594.0,10114609.0,128627839.0
Casei Com a Putaria,"MC Ryan SP, Love Funk, Mc Paiva ZS",3,2022,7,1,648,4,187701588,0,0,161,Minor,59,62,60,12,0,5,44,Casei Com a Putaria,Casei Com a Putaria,Mc Paiva ZS,7/1/2022,BXKG22200702,"2,748",26.8,"255,564,797","31,242","9,239,751",63.0,264486017.0,1523924.0,46722.0,23505507.0,183685728.0
Major Distribution,"Drake, 21 Savage",2,2022,11,4,1545,0,154863153,22,7,131,Minor,91,23,55,1,0,7,32,Major Distribution,Her Loss,Drake,11/4/2022,USUG12208599,"2,430",28.9,"199,662,854","70,800","15,434,966",62.0,26734808.0,271645.0,11861.0,11825705.0,100007156.0
Pussy & Millions (feat. Travis Scott),"Drake, Travis Scott, 21 Savage",3,2022,11,4,1930,0,191333656,24,8,122,Minor,75,45,63,6,0,35,12,Pussy & Millions (feat. Travis Scott),Her Loss,Drake,11/4/2022,USUG12208607,"1,712",35.3,"273,457,499","90,842","21,454,523",67.0,13496528.0,220640.0,12342.0,7386007.0,67251486.0
On BS,"Drake, 21 Savage",2,2022,11,4,1338,0,170413877,9,20,158,Major,84,33,36,2,0,39,59,On BS,Her Loss,Drake,11/4/2022,USUG12208600,"1,333",40.7,"253,540,951","82,934","17,735,363",67.0,22665894.0,368326.0,144311.0,72901216.0,494336128.0
Circo Loco,"Drake, 21 Savage",2,2022,11,4,1794,0,141720999,26,9,104,Major,73,25,61,1,0,32,7,Circo Loco,Her Loss,Drake,11/4/2022,USUG12208606,"2,077",31.6,"201,467,069","74,719","15,970,383",65.0,20937003.0,225873.0,21780.0,12829866.0,119899800.0
Spin Bout U,"Drake, 21 Savage",2,2022,11,4,1652,2,198365537,26,52,130,Major,77,20,70,1,0,16,5,Spin Bout U,Her Loss,Drake,11/4/2022,USUG12208603,856,52.6,"356,685,934","88,034","16,963,292",71.0,56086730.0,430375.0,76706.0,32337952.0,229937284.0
